linesolver
iteration 1: energy = 6447.791698 = 6447.791698, xb = 6397.965105, voltage energy = 6407.169230, gap = 59.0307177887725629
iteration 1: energy = 6447.791698 = 6447.791698, xb = 6397.965105, voltage energy = 6407.169230, gap = 59.0307177887725629
iteration 2: energy = 6416.717904 = 6416.717904, xb = 6396.708697, voltage energy = 6402.869548, gap = 26.1700586673632642
iteration 3: energy = 6410.120732 = 6410.120732, xb = 6396.325462, voltage energy = 6398.213462, gap = 15.6832699651040457
iteration 4: energy = 6404.345247 = 6404.345247, xb = 6396.262291, voltage energy = 6396.828920, gap = 8.6495855171742733
iteration 5: energy = 6400.109082 = 6400.109082, xb = 6396.145280, voltage energy = 6396.999554, gap = 4.8180778741525501
iteration 6: energy = 6398.476786 = 6398.476786, xb = 6396.067773, voltage energy = 6396.244734, gap = 2.5859735119129255
iteration 7: energy = 6396.840435 = 6396.840435, xb = 6396.033250, voltage energy = 6396.128893, gap = 0.9028289994812440
iteration 8: energy = 6396.353856 = 6396.353856, xb = 6396.025289, voltage energy = 6396.065222, gap = 0.3685002157935742
iteration 9: energy = 6396.181671 = 6396.181671, xb = 6396.028443, voltage energy = 6396.065554, gap = 0.1903390159941409
iteration 10: energy = 6396.141639 = 6396.141639, xb = 6396.040768, voltage energy = 6396.144759, gap = 0.2048623067157678
iteration 11: energy = 6396.047074 = 6396.047074, xb = 6396.022037, voltage energy = 6396.084795, gap = 0.0877958559076433
iteration 12: energy = 6396.023433 = 6396.023433, xb = 6396.006902, voltage energy = 6396.010262, gap = 0.0198913351723604
iteration 13: energy = 6396.012782 = 6396.012782, xb = 6396.011802, voltage energy = 6396.019623, gap = 0.0088014103239402
iteration 14: energy = 6396.008866 = 6396.008866, xb = 6396.009098, voltage energy = 6396.012709, gap = 0.0033797544983827
linesolver
iteration 1: energy = 6447.791698 = 6447.791698, xb = 6397.965105, voltage energy = 6407.169230, gap = 59.0307177887725629
iteration 2: energy = 6416.717904 = 6416.717904, xb = 6396.708697, voltage energy = 6402.869548, gap = 26.1700586673632642
iteration 3: energy = 6410.120732 = 6410.120732, xb = 6396.325462, voltage energy = 6398.213462, gap = 15.6832699651040457
iteration 4: energy = 6404.345247 = 6404.345247, xb = 6396.262291, voltage energy = 6396.828920, gap = 8.6495855171742733
iteration 5: energy = 6400.109082 = 6400.109082, xb = 6396.145280, voltage energy = 6396.999554, gap = 4.8180778741525501
iteration 6: energy = 6398.476786 = 6398.476786, xb = 6396.067773, voltage energy = 6396.244734, gap = 2.5859735119129255
iteration 7: energy = 6396.840435 = 6396.840435, xb = 6396.033250, voltage energy = 6396.128893, gap = 0.9028289994812440
iteration 8: energy = 6396.353856 = 6396.353856, xb = 6396.025289, voltage energy = 6396.065222, gap = 0.3685002157935742
iteration 9: energy = 6396.181671 = 6396.181671, xb = 6396.028443, voltage energy = 6396.065554, gap = 0.1903390159941409
iteration 10: energy = 6396.141639 = 6396.141639, xb = 6396.040768, voltage energy = 6396.144759, gap = 0.2048623067157678
iteration 11: energy = 6396.047074 = 6396.047074, xb = 6396.022037, voltage energy = 6396.084795, gap = 0.0877958559076433
iteration 12: energy = 6396.023433 = 6396.023433, xb = 6396.006902, voltage energy = 6396.010262, gap = 0.0198913351723604
iteration 13: energy = 6396.012782 = 6396.012782, xb = 6396.011802, voltage energy = 6396.019623, gap = 0.0088014103239402
iteration 14: energy = 6396.008866 = 6396.008866, xb = 6396.009098, voltage energy = 6396.012709, gap = 0.0033797544983827
linesolver
iteration 1: energy = 6447.791698 = 6447.791698, xb = 6397.965105, voltage energy = 6407.169230, gap = 59.0307177887725629
iteration 2: energy = 6416.717904 = 6416.717904, xb = 6396.708697, voltage energy = 6402.869548, gap = 26.1700586673632642
iteration 3: energy = 6410.120732 = 6410.120732, xb = 6396.325462, voltage energy = 6398.213462, gap = 15.6832699651040457
iteration 4: energy = 6404.345247 = 6404.345247, xb = 6396.262291, voltage energy = 6396.828920, gap = 8.6495855171742733
iteration 5: energy = 6400.109082 = 6400.109082, xb = 6396.145280, voltage energy = 6396.999554, gap = 4.8180778741525501
iteration 6: energy = 6398.476786 = 6398.476786, xb = 6396.067773, voltage energy = 6396.244734, gap = 2.5859735119129255
iteration 7: energy = 6396.840435 = 6396.840435, xb = 6396.033250, voltage energy = 6396.128893, gap = 0.9028289994812440
iteration 8: energy = 6396.353856 = 6396.353856, xb = 6396.025289, voltage energy = 6396.065222, gap = 0.3685002157935742
iteration 9: energy = 6396.181671 = 6396.181671, xb = 6396.028443, voltage energy = 6396.065554, gap = 0.1903390159941409
iteration 10: energy = 6396.141639 = 6396.141639, xb = 6396.040768, voltage energy = 6396.144759, gap = 0.2048623067157678
iteration 11: energy = 6396.047074 = 6396.047074, xb = 6396.022037, voltage energy = 6396.084795, gap = 0.0877958559076433
iteration 12: energy = 6396.023433 = 6396.023433, xb = 6396.006902, voltage energy = 6396.010262, gap = 0.0198913351723604
iteration 13: energy = 6396.012782 = 6396.012782, xb = 6396.011802, voltage energy = 6396.019623, gap = 0.0088014103239402
iteration 14: energy = 6396.008866 = 6396.008866, xb = 6396.009098, voltage energy = 6396.012709, gap = 0.0033797544983827
linesolver
iteration 1: energy = 6447.791698 = 6447.791698, xb = 6397.965105, voltage energy = 6407.169230, gap = 59.0307177887725629
iteration 2: energy = 6416.717904 = 6416.717904, xb = 6396.708697, voltage energy = 6402.869548, gap = 26.1700586673632642
iteration 3: energy = 6410.120732 = 6410.120732, xb = 6396.325462, voltage energy = 6398.213462, gap = 15.6832699651040457
iteration 4: energy = 6404.345247 = 6404.345247, xb = 6396.262291, voltage energy = 6396.828920, gap = 8.6495855171742733
iteration 5: energy = 6400.109082 = 6400.109082, xb = 6396.145280, voltage energy = 6396.999554, gap = 4.8180778741525501
iteration 6: energy = 6398.476786 = 6398.476786, xb = 6396.067773, voltage energy = 6396.244734, gap = 2.5859735119129255
iteration 7: energy = 6396.840435 = 6396.840435, xb = 6396.033250, voltage energy = 6396.128893, gap = 0.9028289994812440
iteration 8: energy = 6396.353856 = 6396.353856, xb = 6396.025289, voltage energy = 6396.065222, gap = 0.3685002157935742
iteration 9: energy = 6396.181671 = 6396.181671, xb = 6396.028443, voltage energy = 6396.065554, gap = 0.1903390159941409
iteration 10: energy = 6396.141639 = 6396.141639, xb = 6396.040768, voltage energy = 6396.144759, gap = 0.2048623067157678
iteration 11: energy = 6396.047074 = 6396.047074, xb = 6396.022037, voltage energy = 6396.084795, gap = 0.0877958559076433
iteration 12: energy = 6396.023433 = 6396.023433, xb = 6396.006902, voltage energy = 6396.010262, gap = 0.0198913351723604
iteration 13: energy = 6396.012782 = 6396.012782, xb = 6396.011802, voltage energy = 6396.019623, gap = 0.0088014103239402
iteration 14: energy = 6396.008866 = 6396.008866, xb = 6396.009098, voltage energy = 6396.012709, gap = 0.0033797544983827
linesolver
iteration 1: energy = 6447.791698 = 6447.791698, xb = 6397.965105, voltage energy = 6407.169230, gap = 59.0307177887725629
iteration 2: energy = 6416.717904 = 6416.717904, xb = 6396.708697, voltage energy = 6402.869548, gap = 26.1700586673632642
iteration 3: energy = 6410.120732 = 6410.120732, xb = 6396.325462, voltage energy = 6398.213462, gap = 15.6832699651040457
iteration 4: energy = 6404.345247 = 6404.345247, xb = 6396.262291, voltage energy = 6396.828920, gap = 8.6495855171742733
iteration 5: energy = 6400.109082 = 6400.109082, xb = 6396.145280, voltage energy = 6396.999554, gap = 4.8180778741525501
iteration 6: energy = 6398.476786 = 6398.476786, xb = 6396.067773, voltage energy = 6396.244734, gap = 2.5859735119129255
iteration 7: energy = 6396.840435 = 6396.840435, xb = 6396.033250, voltage energy = 6396.128893, gap = 0.9028289994812440
iteration 8: energy = 6396.353856 = 6396.353856, xb = 6396.025289, voltage energy = 6396.065222, gap = 0.3685002157935742
iteration 9: energy = 6396.181671 = 6396.181671, xb = 6396.028443, voltage energy = 6396.065554, gap = 0.1903390159941409
iteration 10: energy = 6396.141639 = 6396.141639, xb = 6396.040768, voltage energy = 6396.144759, gap = 0.2048623067157678
iteration 11: energy = 6396.047074 = 6396.047074, xb = 6396.022037, voltage energy = 6396.084795, gap = 0.0877958559076433
iteration 12: energy = 6396.023433 = 6396.023433, xb = 6396.006902, voltage energy = 6396.010262, gap = 0.0198913351723604
iteration 13: energy = 6396.012782 = 6396.012782, xb = 6396.011802, voltage energy = 6396.019623, gap = 0.0088014103239402
iteration 14: energy = 6396.008866 = 6396.008866, xb = 6396.009098, voltage energy = 6396.012709, gap = 0.0033797544983827
linesolver
iteration 1: energy = 6447.791698 = 6447.791698, xb = 6397.965105, voltage energy = 6407.169230, gap = 59.0307177887725629
iteration 2: energy = 6416.717904 = 6416.717904, xb = 6396.708697, voltage energy = 6402.869548, gap = 26.1700586673632642
iteration 3: energy = 6410.120732 = 6410.120732, xb = 6396.325462, voltage energy = 6398.213462, gap = 15.6832699651040457
iteration 4: energy = 6404.345247 = 6404.345247, xb = 6396.262291, voltage energy = 6396.828920, gap = 8.6495855171742733
iteration 5: energy = 6400.109082 = 6400.109082, xb = 6396.145280, voltage energy = 6396.999554, gap = 4.8180778741525501
iteration 6: energy = 6398.476786 = 6398.476786, xb = 6396.067773, voltage energy = 6396.244734, gap = 2.5859735119129255
iteration 7: energy = 6396.840435 = 6396.840435, xb = 6396.033250, voltage energy = 6396.128893, gap = 0.9028289994812440
iteration 8: energy = 6396.353856 = 6396.353856, xb = 6396.025289, voltage energy = 6396.065222, gap = 0.3685002157935742
iteration 9: energy = 6396.181671 = 6396.181671, xb = 6396.028443, voltage energy = 6396.065554, gap = 0.1903390159941409
iteration 10: energy = 6396.141639 = 6396.141639, xb = 6396.040768, voltage energy = 6396.144759, gap = 0.2048623067157678
iteration 11: energy = 6396.047074 = 6396.047074, xb = 6396.022037, voltage energy = 6396.084795, gap = 0.0877958559076433
iteration 12: energy = 6396.023433 = 6396.023433, xb = 6396.006902, voltage energy = 6396.010262, gap = 0.0198913351723604
iteration 13: energy = 6396.012782 = 6396.012782, xb = 6396.011802, voltage energy = 6396.019623, gap = 0.0088014103239402
iteration 14: energy = 6396.008866 = 6396.008866, xb = 6396.009098, voltage energy = 6396.012709, gap = 0.0033797544983827
treesolver
iteration 1: energy = 6447.791698 = 6447.791698, xb = 6397.965105, voltage energy = 6407.169230, gap = 59.030718
iteration 2: energy = 6416.717904 = 6416.717904, xb = 6396.708697, voltage energy = 6402.869548, gap = 26.170059
iteration 3: energy = 6410.120732 = 6410.120732, xb = 6396.325462, voltage energy = 6398.213462, gap = 15.683270
iteration 4: energy = 6404.345247 = 6404.345247, xb = 6396.262291, voltage energy = 6396.828920, gap = 8.649586
iteration 5: energy = 6400.109082 = 6400.109082, xb = 6396.145280, voltage energy = 6396.999554, gap = 4.818078
iteration 6: energy = 6398.476786 = 6398.476786, xb = 6396.067773, voltage energy = 6396.244734, gap = 2.585974
iteration 7: energy = 6396.840435 = 6396.840435, xb = 6396.033250, voltage energy = 6396.128893, gap = 0.902829
iteration 8: energy = 6396.353856 = 6396.353856, xb = 6396.025289, voltage energy = 6396.065222, gap = 0.368500
iteration 9: energy = 6396.181671 = 6396.181671, xb = 6396.028443, voltage energy = 6396.065554, gap = 0.190339
iteration 10: energy = 6396.141639 = 6396.141639, xb = 6396.040768, voltage energy = 6396.144759, gap = 0.204862
iteration 11: energy = 6396.047074 = 6396.047074, xb = 6396.022037, voltage energy = 6396.084795, gap = 0.087796
iteration 12: energy = 6396.023433 = 6396.023433, xb = 6396.006902, voltage energy = 6396.010262, gap = 0.019891
iteration 13: energy = 6396.012782 = 6396.012782, xb = 6396.011802, voltage energy = 6396.019623, gap = 0.008801
iteration 14: energy = 6396.008866 = 6396.008866, xb = 6396.009098, voltage energy = 6396.012709, gap = 0.003380
treesolver
iteration 1: energy = 6447.791698 = 6447.791698, xb = 6397.965105, voltage energy = 6407.169230, gap = 59.030718
iteration 2: energy = 6416.717904 = 6416.717904, xb = 6396.708697, voltage energy = 6402.869548, gap = 26.170059
iteration 3: energy = 6410.120732 = 6410.120732, xb = 6396.325462, voltage energy = 6398.213462, gap = 15.683270
iteration 4: energy = 6404.345247 = 6404.345247, xb = 6396.262291, voltage energy = 6396.828920, gap = 8.649586
iteration 5: energy = 6400.109082 = 6400.109082, xb = 6396.145280, voltage energy = 6396.999554, gap = 4.818078
iteration 6: energy = 6398.476786 = 6398.476786, xb = 6396.067773, voltage energy = 6396.244734, gap = 2.585974
iteration 7: energy = 6396.840435 = 6396.840435, xb = 6396.033250, voltage energy = 6396.128893, gap = 0.902829
iteration 8: energy = 6396.353856 = 6396.353856, xb = 6396.025289, voltage energy = 6396.065222, gap = 0.368500
iteration 9: energy = 6396.181671 = 6396.181671, xb = 6396.028443, voltage energy = 6396.065554, gap = 0.190339
iteration 10: energy = 6396.141639 = 6396.141639, xb = 6396.040768, voltage energy = 6396.144759, gap = 0.204862
iteration 11: energy = 6396.047074 = 6396.047074, xb = 6396.022037, voltage energy = 6396.084795, gap = 0.087796
iteration 12: energy = 6396.023433 = 6396.023433, xb = 6396.006902, voltage energy = 6396.010262, gap = 0.019891
iteration 13: energy = 6396.012782 = 6396.012782, xb = 6396.011802, voltage energy = 6396.019623, gap = 0.008801
iteration 14: energy = 6396.008866 = 6396.008866, xb = 6396.009098, voltage energy = 6396.012709, gap = 0.003380
treesolver
iteration 1: energy = 6447.791698 = 6447.791698, xb = 6397.965105, voltage energy = 6407.169230, gap = 59.030718
iteration 2: energy = 6416.717904 = 6416.717904, xb = 6396.708697, voltage energy = 6402.869548, gap = 26.170059
iteration 3: energy = 6410.120732 = 6410.120732, xb = 6396.325462, voltage energy = 6398.213462, gap = 15.683270
iteration 4: energy = 6404.345247 = 6404.345247, xb = 6396.262291, voltage energy = 6396.828920, gap = 8.649586
iteration 5: energy = 6400.109082 = 6400.109082, xb = 6396.145280, voltage energy = 6396.999554, gap = 4.818078
iteration 6: energy = 6398.476786 = 6398.476786, xb = 6396.067773, voltage energy = 6396.244734, gap = 2.585974
iteration 7: energy = 6396.840435 = 6396.840435, xb = 6396.033250, voltage energy = 6396.128893, gap = 0.902829
iteration 8: energy = 6396.353856 = 6396.353856, xb = 6396.025289, voltage energy = 6396.065222, gap = 0.368500
iteration 9: energy = 6396.181671 = 6396.181671, xb = 6396.028443, voltage energy = 6396.065554, gap = 0.190339
iteration 10: energy = 6396.141639 = 6396.141639, xb = 6396.040768, voltage energy = 6396.144759, gap = 0.204862
iteration 11: energy = 6396.047074 = 6396.047074, xb = 6396.022037, voltage energy = 6396.084795, gap = 0.087796
iteration 12: energy = 6396.023433 = 6396.023433, xb = 6396.006902, voltage energy = 6396.010262, gap = 0.019891
iteration 13: energy = 6396.012782 = 6396.012782, xb = 6396.011802, voltage energy = 6396.019623, gap = 0.008801
iteration 14: energy = 6396.008866 = 6396.008866, xb = 6396.009098, voltage energy = 6396.012709, gap = 0.003380
treesolver
iteration 1: energy = 6447.791698 = 6447.791698, xb = 6397.965105, voltage energy = 6407.169230, gap = 59.030718
iteration 2: energy = 6416.717904 = 6416.717904, xb = 6396.708697, voltage energy = 6402.869548, gap = 26.170059
iteration 3: energy = 6410.120732 = 6410.120732, xb = 6396.325462, voltage energy = 6398.213462, gap = 15.683270
iteration 4: energy = 6404.345247 = 6404.345247, xb = 6396.262291, voltage energy = 6396.828920, gap = 8.649586
iteration 5: energy = 6400.109082 = 6400.109082, xb = 6396.145280, voltage energy = 6396.999554, gap = 4.818078
iteration 6: energy = 6398.476786 = 6398.476786, xb = 6396.067773, voltage energy = 6396.244734, gap = 2.585974
iteration 7: energy = 6396.840435 = 6396.840435, xb = 6396.033250, voltage energy = 6396.128893, gap = 0.902829
iteration 8: energy = 6396.353856 = 6396.353856, xb = 6396.025289, voltage energy = 6396.065222, gap = 0.368500
iteration 9: energy = 6396.181671 = 6396.181671, xb = 6396.028443, voltage energy = 6396.065554, gap = 0.190339
iteration 10: energy = 6396.141639 = 6396.141639, xb = 6396.040768, voltage energy = 6396.144759, gap = 0.204862
iteration 11: energy = 6396.047074 = 6396.047074, xb = 6396.022037, voltage energy = 6396.084795, gap = 0.087796
iteration 12: energy = 6396.023433 = 6396.023433, xb = 6396.006902, voltage energy = 6396.010262, gap = 0.019891
iteration 13: energy = 6396.012782 = 6396.012782, xb = 6396.011802, voltage energy = 6396.019623, gap = 0.008801
iteration 14: energy = 6396.008866 = 6396.008866, xb = 6396.009098, voltage energy = 6396.012709, gap = 0.003380
treesolver
iteration 1: energy = 6447.791698 = 6447.791698, xb = 6397.965105, voltage energy = 6407.169230, gap = 59.030718
iteration 2: energy = 6416.717904 = 6416.717904, xb = 6396.708697, voltage energy = 6402.869548, gap = 26.170059
iteration 3: energy = 6410.120732 = 6410.120732, xb = 6396.325462, voltage energy = 6398.213462, gap = 15.683270
iteration 4: energy = 6404.345247 = 6404.345247, xb = 6396.262291, voltage energy = 6396.828920, gap = 8.649586
iteration 5: energy = 6400.109082 = 6400.109082, xb = 6396.145280, voltage energy = 6396.999554, gap = 4.818078
iteration 6: energy = 6398.476786 = 6398.476786, xb = 6396.067773, voltage energy = 6396.244734, gap = 2.585974
iteration 7: energy = 6396.840435 = 6396.840435, xb = 6396.033250, voltage energy = 6396.128893, gap = 0.902829
iteration 8: energy = 6396.353856 = 6396.353856, xb = 6396.025289, voltage energy = 6396.065222, gap = 0.368500
iteration 9: energy = 6396.181671 = 6396.181671, xb = 6396.028443, voltage energy = 6396.065554, gap = 0.190339
iteration 10: energy = 6396.141639 = 6396.141639, xb = 6396.040768, voltage energy = 6396.144759, gap = 0.204862
iteration 11: energy = 6396.047074 = 6396.047074, xb = 6396.022037, voltage energy = 6396.084795, gap = 0.087796
iteration 12: energy = 6396.023433 = 6396.023433, xb = 6396.006902, voltage energy = 6396.010262, gap = 0.019891
iteration 13: energy = 6396.012782 = 6396.012782, xb = 6396.011802, voltage energy = 6396.019623, gap = 0.008801
iteration 14: energy = 6396.008866 = 6396.008866, xb = 6396.009098, voltage energy = 6396.012709, gap = 0.003380
treesolver
iteration 1: energy = 6447.791698 = 6447.791698, xb = 6397.965105, voltage energy = 6407.169230, gap = 59.030718
iteration 2: energy = 6416.717904 = 6416.717904, xb = 6396.708697, voltage energy = 6402.869548, gap = 26.170059
iteration 3: energy = 6410.120732 = 6410.120732, xb = 6396.325462, voltage energy = 6398.213462, gap = 15.683270
iteration 4: energy = 6404.345247 = 6404.345247, xb = 6396.262291, voltage energy = 6396.828920, gap = 8.649586
iteration 5: energy = 6400.109082 = 6400.109082, xb = 6396.145280, voltage energy = 6396.999554, gap = 4.818078
iteration 6: energy = 6398.476786 = 6398.476786, xb = 6396.067773, voltage energy = 6396.244734, gap = 2.585974
iteration 7: energy = 6396.840435 = 6396.840435, xb = 6396.033250, voltage energy = 6396.128893, gap = 0.902829
iteration 8: energy = 6396.353856 = 6396.353856, xb = 6396.025289, voltage energy = 6396.065222, gap = 0.368500
iteration 9: energy = 6396.181671 = 6396.181671, xb = 6396.028443, voltage energy = 6396.065554, gap = 0.190339
iteration 10: energy = 6396.141639 = 6396.141639, xb = 6396.040768, voltage energy = 6396.144759, gap = 0.204862
iteration 11: energy = 6396.047074 = 6396.047074, xb = 6396.022037, voltage energy = 6396.084795, gap = 0.087796
iteration 12: energy = 6396.023433 = 6396.023433, xb = 6396.006902, voltage energy = 6396.010262, gap = 0.019891
iteration 13: energy = 6396.012782 = 6396.012782, xb = 6396.011802, voltage energy = 6396.019623, gap = 0.008801
iteration 14: energy = 6396.008866 = 6396.008866, xb = 6396.009098, voltage energy = 6396.012709, gap = 0.003380
treesolver
iteration 1: energy = 6447.791698 = 6447.791698, xb = 6397.965105, voltage energy = 6407.169230, gap = 59.030718
iteration 2: energy = 6416.717904 = 6416.717904, xb = 6396.708697, voltage energy = 6402.869548, gap = 26.170059
iteration 3: energy = 6410.120732 = 6410.120732, xb = 6396.325462, voltage energy = 6398.213462, gap = 15.683270
iteration 4: energy = 6404.345247 = 6404.345247, xb = 6396.262291, voltage energy = 6396.828920, gap = 8.649586
iteration 5: energy = 6400.109082 = 6400.109082, xb = 6396.145280, voltage energy = 6396.999554, gap = 4.818078
iteration 6: energy = 6398.476786 = 6398.476786, xb = 6396.067773, voltage energy = 6396.244734, gap = 2.585974
iteration 7: energy = 6396.840435 = 6396.840435, xb = 6396.033250, voltage energy = 6396.128893, gap = 0.902829
iteration 8: energy = 6396.353856 = 6396.353856, xb = 6396.025289, voltage energy = 6396.065222, gap = 0.368500
iteration 9: energy = 6396.181671 = 6396.181671, xb = 6396.028443, voltage energy = 6396.065554, gap = 0.190339
iteration 10: energy = 6396.141639 = 6396.141639, xb = 6396.040768, voltage energy = 6396.144759, gap = 0.204862
iteration 11: energy = 6396.047074 = 6396.047074, xb = 6396.022037, voltage energy = 6396.084795, gap = 0.087796
iteration 12: energy = 6396.023433 = 6396.023433, xb = 6396.006902, voltage energy = 6396.010262, gap = 0.019891
iteration 13: energy = 6396.012782 = 6396.012782, xb = 6396.011802, voltage energy = 6396.019623, gap = 0.008801
