linesolver
iteration 1: energy = 58614546.227105 = 58614546.211474, xb = 56399222.672275, voltage energy = 82002413.817879, gap = 27818514.6848043799400330
iteration 19: energy = 50199263.810129 = 50199263.794120, xb = 50199347.202462, voltage energy = 50199525.591618, gap = 94.9808139726519585
linesolver
iteration 1: energy = 58614546.227105 = 58614546.211474, xb = 56399222.672275, voltage energy = 82002413.817879, gap = 27818514.6848043799400330
iteration 2: energy = 53321452.783670 = 53321452.768041, xb = 52196891.153398, voltage energy = 58354054.182861, gap = 7281724.6441055312752724
iteration 3: energy = 51434903.510472 = 51434903.494840, xb = 51063756.524394, voltage energy = 53773714.054245, gap = 3081104.5002976432442665
iteration 4: energy = 50765505.853425 = 50765505.837793, xb = 50571646.444392, voltage energy = 51452274.232942, gap = 1074487.1819517314434052
iteration 5: energy = 50469543.617584 = 50469543.601952, xb = 50381620.296234, voltage energy = 50796816.601921, gap = 503119.6114050075411797
iteration 6: energy = 50345560.999153 = 50345560.983514, xb = 50299208.229471, voltage energy = 50521368.506516, gap = 268513.0310875773429871
iteration 7: energy = 50265800.008837 = 50265799.993196, xb = 50251747.431195, voltage energy = 50353666.030455, gap = 115971.1612610518932343
iteration 8: energy = 50233409.221668 = 50233409.206021, xb = 50229245.191868, voltage energy = 50284809.944098, gap = 59728.7663817405700684
iteration 9: energy = 50219728.933652 = 50219728.917999, xb = 50214329.728585, voltage energy = 50242738.578238, gap = 33808.0390663966536522
iteration 10: energy = 50211603.576432 = 50211603.560770, xb = 50208615.937607, voltage energy = 50226323.601829, gap = 20695.2873846516013145
iteration 11: energy = 50206656.396246 = 50206656.380571, xb = 50204724.287043, voltage energy = 50214700.243394, gap = 11908.0498796254396439
iteration 12: energy = 50204419.324531 = 50204419.308840, xb = 50202858.954647, voltage energy = 50209401.639961, gap = 8103.0395070761442184
iteration 13: energy = 50203157.477708 = 50203157.461996, xb = 50201491.539872, voltage energy = 50205828.802753, gap = 6003.1850049272179604
iteration 14: energy = 50200266.471408 = 50200266.455668, xb = 50200482.126983, voltage energy = 50202334.564118, gap = 1636.7658198177814484
iteration 15: energy = 50199723.386308 = 50199723.370534, xb = 50200189.178150, voltage energy = 50201520.383787, gap = 865.3980212733149529
iteration 16: energy = 50199528.737428 = 50199528.721609, xb = 50199817.941880, voltage energy = 50200616.387677, gap = 509.2255265712738037
iteration 17: energy = 50199453.437033 = 50199453.421162, xb = 50199518.382795, voltage energy = 50199969.930812, gap = 386.5863846242427826
iteration 18: energy = 50199422.093906 = 50199422.077972, xb = 50199421.497148, voltage energy = 50199757.371939, gap = 336.4556151255965233
iteration 19: energy = 50199263.810129 = 50199263.794120, xb = 50199347.202462, voltage energy = 50199525.591618, gap = 94.9808139726519585
linesolver
iteration 1: energy = 58614546.227105 = 58614546.211474, xb = 56399222.672275, voltage energy = 82002413.817879, gap = 27818514.6848043799400330
iteration 2: energy = 53321452.783670 = 53321452.768041, xb = 52196891.153398, voltage energy = 58354054.182861, gap = 7281724.6441055312752724
iteration 3: energy = 51434903.510472 = 51434903.494840, xb = 51063756.524394, voltage energy = 53773714.054245, gap = 3081104.5002976432442665
iteration 4: energy = 50765505.853425 = 50765505.837793, xb = 50571646.444392, voltage energy = 51452274.232942, gap = 1074487.1819517314434052
iteration 5: energy = 50469543.617584 = 50469543.601952, xb = 50381620.296234, voltage energy = 50796816.601921, gap = 503119.6114050075411797
iteration 6: energy = 50345560.999153 = 50345560.983514, xb = 50299208.229471, voltage energy = 50521368.506516, gap = 268513.0310875773429871
iteration 7: energy = 50265800.008837 = 50265799.993196, xb = 50251747.431195, voltage energy = 50353666.030455, gap = 115971.1612610518932343
iteration 8: energy = 50233409.221668 = 50233409.206021, xb = 50229245.191868, voltage energy = 50284809.944098, gap = 59728.7663817405700684
iteration 9: energy = 50219728.933652 = 50219728.917999, xb = 50214329.728585, voltage energy = 50242738.578238, gap = 33808.0390663966536522
iteration 10: energy = 50211603.576432 = 50211603.560770, xb = 50208615.937607, voltage energy = 50226323.601829, gap = 20695.2873846516013145
iteration 11: energy = 50206656.396246 = 50206656.380571, xb = 50204724.287043, voltage energy = 50214700.243394, gap = 11908.0498796254396439
iteration 12: energy = 50204419.324531 = 50204419.308840, xb = 50202858.954647, voltage energy = 50209401.639961, gap = 8103.0395070761442184
iteration 13: energy = 50203157.477708 = 50203157.461996, xb = 50201491.539872, voltage energy = 50205828.802753, gap = 6003.1850049272179604
iteration 14: energy = 50200266.471408 = 50200266.455668, xb = 50200482.126983, voltage energy = 50202334.564118, gap = 1636.7658198177814484
iteration 15: energy = 50199723.386308 = 50199723.370534, xb = 50200189.178150, voltage energy = 50201520.383787, gap = 865.3980212733149529
iteration 16: energy = 50199528.737428 = 50199528.721609, xb = 50199817.941880, voltage energy = 50200616.387677, gap = 509.2255265712738037
iteration 17: energy = 50199453.437033 = 50199453.421162, xb = 50199518.382795, voltage energy = 50199969.930812, gap = 386.5863846242427826
iteration 18: energy = 50199422.093906 = 50199422.077972, xb = 50199421.497148, voltage energy = 50199757.371939, gap = 336.4556151255965233
iteration 19: energy = 50199263.810129 = 50199263.794120, xb = 50199347.202462, voltage energy = 50199525.591618, gap = 94.9808139726519585
linesolver
iteration 1: energy = 58614546.227105 = 58614546.211474, xb = 56399222.672275, voltage energy = 82002413.817879, gap = 27818514.6848043799400330
iteration 2: energy = 53321452.783670 = 53321452.768041, xb = 52196891.153398, voltage energy = 58354054.182861, gap = 7281724.6441055312752724
iteration 3: energy = 51434903.510472 = 51434903.494840, xb = 51063756.524394, voltage energy = 53773714.054245, gap = 3081104.5002976432442665
iteration 4: energy = 50765505.853425 = 50765505.837793, xb = 50571646.444392, voltage energy = 51452274.232942, gap = 1074487.1819517314434052
iteration 5: energy = 50469543.617584 = 50469543.601952, xb = 50381620.296234, voltage energy = 50796816.601921, gap = 503119.6114050075411797
iteration 6: energy = 50345560.999153 = 50345560.983514, xb = 50299208.229471, voltage energy = 50521368.506516, gap = 268513.0310875773429871
iteration 7: energy = 50265800.008837 = 50265799.993196, xb = 50251747.431195, voltage energy = 50353666.030455, gap = 115971.1612610518932343
iteration 8: energy = 50233409.221668 = 50233409.206021, xb = 50229245.191868, voltage energy = 50284809.944098, gap = 59728.7663817405700684
iteration 9: energy = 50219728.933652 = 50219728.917999, xb = 50214329.728585, voltage energy = 50242738.578238, gap = 33808.0390663966536522
iteration 10: energy = 50211603.576432 = 50211603.560770, xb = 50208615.937607, voltage energy = 50226323.601829, gap = 20695.2873846516013145
iteration 11: energy = 50206656.396246 = 50206656.380571, xb = 50204724.287043, voltage energy = 50214700.243394, gap = 11908.0498796254396439
iteration 12: energy = 50204419.324531 = 50204419.308840, xb = 50202858.954647, voltage energy = 50209401.639961, gap = 8103.0395070761442184
iteration 13: energy = 50203157.477708 = 50203157.461996, xb = 50201491.539872, voltage energy = 50205828.802753, gap = 6003.1850049272179604
iteration 14: energy = 50200266.471408 = 50200266.455668, xb = 50200482.126983, voltage energy = 50202334.564118, gap = 1636.7658198177814484
iteration 15: energy = 50199723.386308 = 50199723.370534, xb = 50200189.178150, voltage energy = 50201520.383787, gap = 865.3980212733149529
iteration 16: energy = 50199528.737428 = 50199528.721609, xb = 50199817.941880, voltage energy = 50200616.387677, gap = 509.2255265712738037
iteration 17: energy = 50199453.437033 = 50199453.421162, xb = 50199518.382795, voltage energy = 50199969.930812, gap = 386.5863846242427826
iteration 18: energy = 50199422.093906 = 50199422.077972, xb = 50199421.497148, voltage energy = 50199757.371939, gap = 336.4556151255965233
iteration 19: energy = 50199263.810129 = 50199263.794120, xb = 50199347.202462, voltage energy = 50199525.591618, gap = 94.9808139726519585
linesolver
iteration 1: energy = 58614546.227105 = 58614546.211474, xb = 56399222.672275, voltage energy = 82002413.817879, gap = 27818514.6848043799400330
iteration 2: energy = 53321452.783670 = 53321452.768041, xb = 52196891.153398, voltage energy = 58354054.182861, gap = 7281724.6441055312752724
iteration 3: energy = 51434903.510472 = 51434903.494840, xb = 51063756.524394, voltage energy = 53773714.054245, gap = 3081104.5002976432442665
iteration 4: energy = 50765505.853425 = 50765505.837793, xb = 50571646.444392, voltage energy = 51452274.232942, gap = 1074487.1819517314434052
iteration 5: energy = 50469543.617584 = 50469543.601952, xb = 50381620.296234, voltage energy = 50796816.601921, gap = 503119.6114050075411797
iteration 6: energy = 50345560.999153 = 50345560.983514, xb = 50299208.229471, voltage energy = 50521368.506516, gap = 268513.0310875773429871
iteration 7: energy = 50265800.008837 = 50265799.993196, xb = 50251747.431195, voltage energy = 50353666.030455, gap = 115971.1612610518932343
iteration 8: energy = 50233409.221668 = 50233409.206021, xb = 50229245.191868, voltage energy = 50284809.944098, gap = 59728.7663817405700684
iteration 9: energy = 50219728.933652 = 50219728.917999, xb = 50214329.728585, voltage energy = 50242738.578238, gap = 33808.0390663966536522
iteration 10: energy = 50211603.576432 = 50211603.560770, xb = 50208615.937607, voltage energy = 50226323.601829, gap = 20695.2873846516013145
iteration 11: energy = 50206656.396246 = 50206656.380571, xb = 50204724.287043, voltage energy = 50214700.243394, gap = 11908.0498796254396439
iteration 12: energy = 50204419.324531 = 50204419.308840, xb = 50202858.954647, voltage energy = 50209401.639961, gap = 8103.0395070761442184
iteration 13: energy = 50203157.477708 = 50203157.461996, xb = 50201491.539872, voltage energy = 50205828.802753, gap = 6003.1850049272179604
iteration 14: energy = 50200266.471408 = 50200266.455668, xb = 50200482.126983, voltage energy = 50202334.564118, gap = 1636.7658198177814484
iteration 15: energy = 50199723.386308 = 50199723.370534, xb = 50200189.178150, voltage energy = 50201520.383787, gap = 865.3980212733149529
iteration 16: energy = 50199528.737428 = 50199528.721609, xb = 50199817.941880, voltage energy = 50200616.387677, gap = 509.2255265712738037
iteration 17: energy = 50199453.437033 = 50199453.421162, xb = 50199518.382795, voltage energy = 50199969.930812, gap = 386.5863846242427826
iteration 18: energy = 50199422.093906 = 50199422.077972, xb = 50199421.497148, voltage energy = 50199757.371939, gap = 336.4556151255965233
iteration 19: energy = 50199263.810129 = 50199263.794120, xb = 50199347.202462, voltage energy = 50199525.591618, gap = 94.9808139726519585
linesolver
iteration 1: energy = 58614546.227105 = 58614546.211474, xb = 56399222.672275, voltage energy = 82002413.817879, gap = 27818514.6848043799400330
iteration 2: energy = 53321452.783670 = 53321452.768041, xb = 52196891.153398, voltage energy = 58354054.182861, gap = 7281724.6441055312752724
iteration 3: energy = 51434903.510472 = 51434903.494840, xb = 51063756.524394, voltage energy = 53773714.054245, gap = 3081104.5002976432442665
iteration 4: energy = 50765505.853425 = 50765505.837793, xb = 50571646.444392, voltage energy = 51452274.232942, gap = 1074487.1819517314434052
iteration 5: energy = 50469543.617584 = 50469543.601952, xb = 50381620.296234, voltage energy = 50796816.601921, gap = 503119.6114050075411797
iteration 6: energy = 50345560.999153 = 50345560.983514, xb = 50299208.229471, voltage energy = 50521368.506516, gap = 268513.0310875773429871
iteration 7: energy = 50265800.008837 = 50265799.993196, xb = 50251747.431195, voltage energy = 50353666.030455, gap = 115971.1612610518932343
iteration 8: energy = 50233409.221668 = 50233409.206021, xb = 50229245.191868, voltage energy = 50284809.944098, gap = 59728.7663817405700684
iteration 9: energy = 50219728.933652 = 50219728.917999, xb = 50214329.728585, voltage energy = 50242738.578238, gap = 33808.0390663966536522
iteration 10: energy = 50211603.576432 = 50211603.560770, xb = 50208615.937607, voltage energy = 50226323.601829, gap = 20695.2873846516013145
iteration 11: energy = 50206656.396246 = 50206656.380571, xb = 50204724.287043, voltage energy = 50214700.243394, gap = 11908.0498796254396439
iteration 12: energy = 50204419.324531 = 50204419.308840, xb = 50202858.954647, voltage energy = 50209401.639961, gap = 8103.0395070761442184
iteration 13: energy = 50203157.477708 = 50203157.461996, xb = 50201491.539872, voltage energy = 50205828.802753, gap = 6003.1850049272179604
iteration 14: energy = 50200266.471408 = 50200266.455668, xb = 50200482.126983, voltage energy = 50202334.564118, gap = 1636.7658198177814484
iteration 15: energy = 50199723.386308 = 50199723.370534, xb = 50200189.178150, voltage energy = 50201520.383787, gap = 865.3980212733149529
iteration 16: energy = 50199528.737428 = 50199528.721609, xb = 50199817.941880, voltage energy = 50200616.387677, gap = 509.2255265712738037
iteration 17: energy = 50199453.437033 = 50199453.421162, xb = 50199518.382795, voltage energy = 50199969.930812, gap = 386.5863846242427826
iteration 18: energy = 50199422.093906 = 50199422.077972, xb = 50199421.497148, voltage energy = 50199757.371939, gap = 336.4556151255965233
iteration 19: energy = 50199263.810129 = 50199263.794120, xb = 50199347.202462, voltage energy = 50199525.591618, gap = 94.9808139726519585
treesolver
iteration 1: energy = 58614546.201824 = 58614546.211470, xb = 56399222.685470, voltage energy = 82002413.844181, gap = 27818514.684710
iteration 2: energy = 53321452.758392 = 53321452.768038, xb = 52196891.153407, voltage energy = 58354054.182879, gap = 7281724.644102
iteration 3: energy = 51434903.485194 = 51434903.494839, xb = 51063756.524377, voltage energy = 53773714.054216, gap = 3081104.500301
iteration 4: energy = 50765505.828148 = 50765505.837793, xb = 50571646.444372, voltage energy = 51452274.232907, gap = 1074487.181957
iteration 5: energy = 50469543.592306 = 50469543.601951, xb = 50381620.296236, voltage energy = 50796816.601923, gap = 503119.611401
iteration 6: energy = 50345560.973874 = 50345560.983514, xb = 50299208.229464, voltage energy = 50521368.506502, gap = 268513.031088
iteration 7: energy = 50265799.983560 = 50265799.993195, xb = 50251747.431192, voltage energy = 50353666.030452, gap = 115971.161261
iteration 8: energy = 50233409.196391 = 50233409.206021, xb = 50229245.191867, voltage energy = 50284809.944094, gap = 59728.766381
iteration 9: energy = 50219728.908375 = 50219728.918000, xb = 50214329.728585, voltage energy = 50242738.578237, gap = 33808.039067
iteration 10: energy = 50211603.551155 = 50211603.560769, xb = 50208615.937607, voltage energy = 50226323.601829, gap = 20695.287384
iteration 11: energy = 50206656.370969 = 50206656.380570, xb = 50204724.287042, voltage energy = 50214700.243393, gap = 11908.049880
iteration 12: energy = 50204419.299254 = 50204419.308839, xb = 50202858.954644, voltage energy = 50209401.639963, gap = 8103.039515
iteration 13: energy = 50203157.452431 = 50203157.461995, xb = 50201491.539872, voltage energy = 50205828.802754, gap = 6003.185005
iteration 14: energy = 50200266.446131 = 50200266.455667, xb = 50200482.126982, voltage energy = 50202334.564116, gap = 1636.765819
iteration 15: energy = 50199723.361031 = 50199723.370532, xb = 50200189.178148, voltage energy = 50201520.383786, gap = 865.398022
iteration 16: energy = 50199528.712151 = 50199528.721608, xb = 50199817.941880, voltage energy = 50200616.387676, gap = 509.225525
iteration 17: energy = 50199453.411756 = 50199453.421161, xb = 50199518.382793, voltage energy = 50199969.930813, gap = 386.586387
iteration 18: energy = 50199422.068629 = 50199422.077971, xb = 50199421.497146, voltage energy = 50199757.371939, gap = 336.455618
iteration 19: energy = 50199263.784852 = 50199263.794121, xb = 50199347.202464, voltage energy = 50199525.591619, gap = 94.980811
treesolver
iteration 1: energy = 58614546.201824 = 58614546.211470, xb = 56399222.685470, voltage energy = 82002413.844181, gap = 27818514.684710
iteration 2: energy = 53321452.758392 = 53321452.768038, xb = 52196891.153407, voltage energy = 58354054.182879, gap = 7281724.644102
iteration 3: energy = 51434903.485194 = 51434903.494839, xb = 51063756.524377, voltage energy = 53773714.054216, gap = 3081104.500301
iteration 4: energy = 50765505.828148 = 50765505.837793, xb = 50571646.444372, voltage energy = 51452274.232907, gap = 1074487.181957
iteration 5: energy = 50469543.592306 = 50469543.601951, xb = 50381620.296236, voltage energy = 50796816.601923, gap = 503119.611401
iteration 6: energy = 50345560.973874 = 50345560.983514, xb = 50299208.229464, voltage energy = 50521368.506502, gap = 268513.031088
