linesolver
iteration 1: energy = 8510711.851557 = 8510711.851558, xb = 8511944.689070, voltage energy = 8618667.735481, gap = 105490.2088992279022932
iteration 6: energy = 8439335.116446 = 8439335.116443, xb = 8439542.816935, voltage energy = 8439814.611562, gap = 64.0941366329789162
iteration 7: energy = 8439300.193881 = 8439300.193874, xb = 8439375.454027, voltage energy = 8439467.013469, gap = 16.2992891650646925
iteration 8: energy = 8439290.957927 = 8439290.957910, xb = 8439316.448120, voltage energy = 8439345.570186, gap = 3.6318562403321266
iteration 9: energy = 8439288.911217 = 8439288.911182, xb = 8439298.336805, voltage energy = 8439308.642860, gap = 0.8804323524236679
iteration 10: energy = 8439288.420826 = 8439288.420756, xb = 8439291.464097, voltage energy = 8439294.724638, gap = 0.2172004301100969
iteration 11: energy = 8439288.300321 = 8439288.300181, xb = 8439289.261710, voltage energy = 8439290.273891, gap = 0.0506519079208374
linesolver
iteration 1: energy = 8510711.851557 = 8510711.851558, xb = 8511944.689070, voltage energy = 8618667.735481, gap = 105490.2088992279022932
iteration 2: energy = 8455427.969921 = 8455427.969922, xb = 8461502.633037, voltage energy = 8490978.883595, gap = 23401.5874433424323797
iteration 3: energy = 8442968.858900 = 8442968.858901, xb = 8446287.101139, voltage energy = 8454809.730405, gap = 5204.3870289027690887
iteration 4: energy = 8440136.255925 = 8440136.255926, xb = 8441534.750080, voltage energy = 8444303.026830, gap = 1369.7825946826487780
iteration 5: energy = 8439494.297804 = 8439494.297804, xb = 8440027.464300, voltage energy = 8440840.785822, gap = 280.1550261806696653
iteration 6: energy = 8439335.116446 = 8439335.116443, xb = 8439542.816935, voltage energy = 8439814.611562, gap = 64.0941366329789162
iteration 7: energy = 8439300.193881 = 8439300.193874, xb = 8439375.454027, voltage energy = 8439467.013469, gap = 16.2992891650646925
iteration 8: energy = 8439290.957927 = 8439290.957910, xb = 8439316.448120, voltage energy = 8439345.570186, gap = 3.6318562403321266
iteration 9: energy = 8439288.911217 = 8439288.911182, xb = 8439298.336805, voltage energy = 8439308.642860, gap = 0.8804323524236679
iteration 10: energy = 8439288.420826 = 8439288.420756, xb = 8439291.464097, voltage energy = 8439294.724638, gap = 0.2172004301100969
iteration 11: energy = 8439288.300321 = 8439288.300181, xb = 8439289.261710, voltage energy = 8439290.273891, gap = 0.0506519079208374
linesolver
iteration 1: energy = 8510711.851557 = 8510711.851558, xb = 8511944.689070, voltage energy = 8618667.735481, gap = 105490.2088992279022932
iteration 2: energy = 8455427.969921 = 8455427.969922, xb = 8461502.633037, voltage energy = 8490978.883595, gap = 23401.5874433424323797
iteration 3: energy = 8442968.858900 = 8442968.858901, xb = 8446287.101139, voltage energy = 8454809.730405, gap = 5204.3870289027690887
iteration 4: energy = 8440136.255925 = 8440136.255926, xb = 8441534.750080, voltage energy = 8444303.026830, gap = 1369.7825946826487780
iteration 5: energy = 8439494.297804 = 8439494.297804, xb = 8440027.464300, voltage energy = 8440840.785822, gap = 280.1550261806696653
iteration 6: energy = 8439335.116446 = 8439335.116443, xb = 8439542.816935, voltage energy = 8439814.611562, gap = 64.0941366329789162
iteration 7: energy = 8439300.193881 = 8439300.193874, xb = 8439375.454027, voltage energy = 8439467.013469, gap = 16.2992891650646925
iteration 8: energy = 8439290.957927 = 8439290.957910, xb = 8439316.448120, voltage energy = 8439345.570186, gap = 3.6318562403321266
iteration 9: energy = 8439288.911217 = 8439288.911182, xb = 8439298.336805, voltage energy = 8439308.642860, gap = 0.8804323524236679
iteration 10: energy = 8439288.420826 = 8439288.420756, xb = 8439291.464097, voltage energy = 8439294.724638, gap = 0.2172004301100969
iteration 11: energy = 8439288.300321 = 8439288.300181, xb = 8439289.261710, voltage energy = 8439290.273891, gap = 0.0506519079208374
linesolver
iteration 1: energy = 8510711.851557 = 8510711.851558, xb = 8511944.689070, voltage energy = 8618667.735481, gap = 105490.2088992279022932
iteration 2: energy = 8455427.969921 = 8455427.969922, xb = 8461502.633037, voltage energy = 8490978.883595, gap = 23401.5874433424323797
iteration 3: energy = 8442968.858900 = 8442968.858901, xb = 8446287.101139, voltage energy = 8454809.730405, gap = 5204.3870289027690887
iteration 4: energy = 8440136.255925 = 8440136.255926, xb = 8441534.750080, voltage energy = 8444303.026830, gap = 1369.7825946826487780
iteration 5: energy = 8439494.297804 = 8439494.297804, xb = 8440027.464300, voltage energy = 8440840.785822, gap = 280.1550261806696653
iteration 6: energy = 8439335.116446 = 8439335.116443, xb = 8439542.816935, voltage energy = 8439814.611562, gap = 64.0941366329789162
iteration 7: energy = 8439300.193881 = 8439300.193874, xb = 8439375.454027, voltage energy = 8439467.013469, gap = 16.2992891650646925
iteration 8: energy = 8439290.957927 = 8439290.957910, xb = 8439316.448120, voltage energy = 8439345.570186, gap = 3.6318562403321266
iteration 9: energy = 8439288.911217 = 8439288.911182, xb = 8439298.336805, voltage energy = 8439308.642860, gap = 0.8804323524236679
iteration 10: energy = 8439288.420826 = 8439288.420756, xb = 8439291.464097, voltage energy = 8439294.724638, gap = 0.2172004301100969
iteration 11: energy = 8439288.300321 = 8439288.300181, xb = 8439289.261710, voltage energy = 8439290.273891, gap = 0.0506519079208374
linesolver
iteration 1: energy = 8510711.851557 = 8510711.851558, xb = 8511944.689070, voltage energy = 8618667.735481, gap = 105490.2088992279022932
iteration 2: energy = 8455427.969921 = 8455427.969922, xb = 8461502.633037, voltage energy = 8490978.883595, gap = 23401.5874433424323797
iteration 3: energy = 8442968.858900 = 8442968.858901, xb = 8446287.101139, voltage energy = 8454809.730405, gap = 5204.3870289027690887
iteration 4: energy = 8440136.255925 = 8440136.255926, xb = 8441534.750080, voltage energy = 8444303.026830, gap = 1369.7825946826487780
iteration 5: energy = 8439494.297804 = 8439494.297804, xb = 8440027.464300, voltage energy = 8440840.785822, gap = 280.1550261806696653
iteration 6: energy = 8439335.116446 = 8439335.116443, xb = 8439542.816935, voltage energy = 8439814.611562, gap = 64.0941366329789162
iteration 7: energy = 8439300.193881 = 8439300.193874, xb = 8439375.454027, voltage energy = 8439467.013469, gap = 16.2992891650646925
iteration 8: energy = 8439290.957927 = 8439290.957910, xb = 8439316.448120, voltage energy = 8439345.570186, gap = 3.6318562403321266
iteration 9: energy = 8439288.911217 = 8439288.911182, xb = 8439298.336805, voltage energy = 8439308.642860, gap = 0.8804323524236679
iteration 10: energy = 8439288.420826 = 8439288.420756, xb = 8439291.464097, voltage energy = 8439294.724638, gap = 0.2172004301100969
iteration 11: energy = 8439288.300321 = 8439288.300181, xb = 8439289.261710, voltage energy = 8439290.273891, gap = 0.0506519079208374
treesolver
iteration 1: energy = 8510711.851556 = 8510711.851558, xb = 8511944.689070, voltage energy = 8618667.735481, gap = 105490.208899
iteration 2: energy = 8455427.969920 = 8455427.969922, xb = 8461502.633037, voltage energy = 8490978.883595, gap = 23401.587443
iteration 3: energy = 8442968.858899 = 8442968.858901, xb = 8446287.101138, voltage energy = 8454809.730405, gap = 5204.387029
iteration 4: energy = 8440136.255925 = 8440136.255926, xb = 8441534.750080, voltage energy = 8444303.026830, gap = 1369.782595
iteration 5: energy = 8439494.297803 = 8439494.297804, xb = 8440027.464300, voltage energy = 8440840.785822, gap = 280.155027
iteration 6: energy = 8439335.116445 = 8439335.116443, xb = 8439542.816935, voltage energy = 8439814.611562, gap = 64.094137
iteration 7: energy = 8439300.193880 = 8439300.193874, xb = 8439375.454027, voltage energy = 8439467.013469, gap = 16.299289
iteration 8: energy = 8439290.957926 = 8439290.957910, xb = 8439316.448120, voltage energy = 8439345.570186, gap = 3.631856
iteration 9: energy = 8439288.911216 = 8439288.911182, xb = 8439298.336805, voltage energy = 8439308.642860, gap = 0.880433
iteration 10: energy = 8439288.420825 = 8439288.420756, xb = 8439291.464097, voltage energy = 8439294.724638, gap = 0.217201
iteration 11: energy = 8439288.300320 = 8439288.300181, xb = 8439289.261710, voltage energy = 8439290.273891, gap = 0.050652
treesolver
iteration 1: energy = 8510711.851556 = 8510711.851558, xb = 8511944.689070, voltage energy = 8618667.735481, gap = 105490.208899
iteration 2: energy = 8455427.969920 = 8455427.969922, xb = 8461502.633037, voltage energy = 8490978.883595, gap = 23401.587443
iteration 3: energy = 8442968.858899 = 8442968.858901, xb = 8446287.101138, voltage energy = 8454809.730405, gap = 5204.387029
iteration 4: energy = 8440136.255925 = 8440136.255926, xb = 8441534.750080, voltage energy = 8444303.026830, gap = 1369.782595
iteration 5: energy = 8439494.297803 = 8439494.297804, xb = 8440027.464300, voltage energy = 8440840.785822, gap = 280.155027
iteration 6: energy = 8439335.116445 = 8439335.116443, xb = 8439542.816935, voltage energy = 8439814.611562, gap = 64.094137
iteration 7: energy = 8439300.193880 = 8439300.193874, xb = 8439375.454027, voltage energy = 8439467.013469, gap = 16.299289
iteration 8: energy = 8439290.957926 = 8439290.957910, xb = 8439316.448120, voltage energy = 8439345.570186, gap = 3.631856
iteration 9: energy = 8439288.911216 = 8439288.911182, xb = 8439298.336805, voltage energy = 8439308.642860, gap = 0.880433
iteration 10: energy = 8439288.420825 = 8439288.420756, xb = 8439291.464097, voltage energy = 8439294.724638, gap = 0.217201
iteration 11: energy = 8439288.300320 = 8439288.300181, xb = 8439289.261710, voltage energy = 8439290.273891, gap = 0.050652
treesolver
iteration 1: energy = 8510711.851556 = 8510711.851558, xb = 8511944.689070, voltage energy = 8618667.735481, gap = 105490.208899
iteration 2: energy = 8455427.969920 = 8455427.969922, xb = 8461502.633037, voltage energy = 8490978.883595, gap = 23401.587443
iteration 3: energy = 8442968.858899 = 8442968.858901, xb = 8446287.101138, voltage energy = 8454809.730405, gap = 5204.387029
iteration 4: energy = 8440136.255925 = 8440136.255926, xb = 8441534.750080, voltage energy = 8444303.026830, gap = 1369.782595
iteration 5: energy = 8439494.297803 = 8439494.297804, xb = 8440027.464300, voltage energy = 8440840.785822, gap = 280.155027
iteration 6: energy = 8439335.116445 = 8439335.116443, xb = 8439542.816935, voltage energy = 8439814.611562, gap = 64.094137
iteration 7: energy = 8439300.193880 = 8439300.193874, xb = 8439375.454027, voltage energy = 8439467.013469, gap = 16.299289
iteration 8: energy = 8439290.957926 = 8439290.957910, xb = 8439316.448120, voltage energy = 8439345.570186, gap = 3.631856
iteration 9: energy = 8439288.911216 = 8439288.911182, xb = 8439298.336805, voltage energy = 8439308.642860, gap = 0.880433
iteration 10: energy = 8439288.420825 = 8439288.420756, xb = 8439291.464097, voltage energy = 8439294.724638, gap = 0.217201
iteration 11: energy = 8439288.300320 = 8439288.300181, xb = 8439289.261710, voltage energy = 8439290.273891, gap = 0.050652
treesolver
iteration 1: energy = 8510711.851556 = 8510711.851558, xb = 8511944.689070, voltage energy = 8618667.735481, gap = 105490.208899
iteration 2: energy = 8455427.969920 = 8455427.969922, xb = 8461502.633037, voltage energy = 8490978.883595, gap = 23401.587443
iteration 3: energy = 8442968.858899 = 8442968.858901, xb = 8446287.101138, voltage energy = 8454809.730405, gap = 5204.387029
iteration 4: energy = 8440136.255925 = 8440136.255926, xb = 8441534.750080, voltage energy = 8444303.026830, gap = 1369.782595
iteration 5: energy = 8439494.297803 = 8439494.297804, xb = 8440027.464300, voltage energy = 8440840.785822, gap = 280.155027
iteration 6: energy = 8439335.116445 = 8439335.116443, xb = 8439542.816935, voltage energy = 8439814.611562, gap = 64.094137
iteration 7: energy = 8439300.193880 = 8439300.193874, xb = 8439375.454027, voltage energy = 8439467.013469, gap = 16.299289
iteration 8: energy = 8439290.957926 = 8439290.957910, xb = 8439316.448120, voltage energy = 8439345.570186, gap = 3.631856
iteration 9: energy = 8439288.911216 = 8439288.911182, xb = 8439298.336805, voltage energy = 8439308.642860, gap = 0.880433
iteration 10: energy = 8439288.420825 = 8439288.420756, xb = 8439291.464097, voltage energy = 8439294.724638, gap = 0.217201
iteration 11: energy = 8439288.300320 = 8439288.300181, xb = 8439289.261710, voltage energy = 8439290.273891, gap = 0.050652
treesolver
iteration 1: energy = 8510711.851556 = 8510711.851558, xb = 8511944.689070, voltage energy = 8618667.735481, gap = 105490.208899
iteration 2: energy = 8455427.969920 = 8455427.969922, xb = 8461502.633037, voltage energy = 8490978.883595, gap = 23401.587443
iteration 3: energy = 8442968.858899 = 8442968.858901, xb = 8446287.101138, voltage energy = 8454809.730405, gap = 5204.387029
iteration 4: energy = 8440136.255925 = 8440136.255926, xb = 8441534.750080, voltage energy = 8444303.026830, gap = 1369.782595
iteration 5: energy = 8439494.297803 = 8439494.297804, xb = 8440027.464300, voltage energy = 8440840.785822, gap = 280.155027
iteration 6: energy = 8439335.116445 = 8439335.116443, xb = 8439542.816935, voltage energy = 8439814.611562, gap = 64.094137
iteration 7: energy = 8439300.193880 = 8439300.193874, xb = 8439375.454027, voltage energy = 8439467.013469, gap = 16.299289
iteration 8: energy = 8439290.957926 = 8439290.957910, xb = 8439316.448120, voltage energy = 8439345.570186, gap = 3.631856
iteration 9: energy = 8439288.911216 = 8439288.911182, xb = 8439298.336805, voltage energy = 8439308.642860, gap = 0.880433
iteration 10: energy = 8439288.420825 = 8439288.420756, xb = 8439291.464097, voltage energy = 8439294.724638, gap = 0.217201
iteration 11: energy = 8439288.300320 = 8439288.300181, xb = 8439289.261710, voltage energy = 8439290.273891, gap = 0.050652
treesolver
iteration 1: energy = 8510711.851556 = 8510711.851558, xb = 8511944.689070, voltage energy = 8618667.735481, gap = 105490.208899
iteration 2: energy = 8455427.969920 = 8455427.969922, xb = 8461502.633037, voltage energy = 8490978.883595, gap = 23401.587443
iteration 3: energy = 8442968.858899 = 8442968.858901, xb = 8446287.101138, voltage energy = 8454809.730405, gap = 5204.387029
iteration 4: energy = 8440136.255925 = 8440136.255926, xb = 8441534.750080, voltage energy = 8444303.026830, gap = 1369.782595
iteration 5: energy = 8439494.297803 = 8439494.297804, xb = 8440027.464300, voltage energy = 8440840.785822, gap = 280.155027
iteration 6: energy = 8439335.116445 = 8439335.116443, xb = 8439542.816935, voltage energy = 8439814.611562, gap = 64.094137
iteration 7: energy = 8439300.193880 = 8439300.193874, xb = 8439375.454027, voltage energy = 8439467.013469, gap = 16.299289
iteration 8: energy = 8439290.957926 = 8439290.957910, xb = 8439316.448120, voltage energy = 8439345.570186, gap = 3.631856
iteration 9: energy = 8439288.911216 = 8439288.911182, xb = 8439298.336805, voltage energy = 8439308.642860, gap = 0.880433
iteration 10: energy = 8439288.420825 = 8439288.420756, xb = 8439291.464097, voltage energy = 8439294.724638, gap = 0.217201
iteration 11: energy = 8439288.300320 = 8439288.300181, xb = 8439289.261710, voltage energy = 8439290.273891, gap = 0.050652
treesolver
iteration 1: energy = 8510711.851556 = 8510711.851558, xb = 8511944.689070, voltage energy = 8618667.735481, gap = 105490.208899
iteration 2: energy = 8455427.969920 = 8455427.969922, xb = 8461502.633037, voltage energy = 8490978.883595, gap = 23401.587443
iteration 3: energy = 8442968.858899 = 8442968.858901, xb = 8446287.101138, voltage energy = 8454809.730405, gap = 5204.387029
iteration 4: energy = 8440136.255925 = 8440136.255926, xb = 8441534.750080, voltage energy = 8444303.026830, gap = 1369.782595
iteration 5: energy = 8439494.297803 = 8439494.297804, xb = 8440027.464300, voltage energy = 8440840.785822, gap = 280.155027
iteration 6: energy = 8439335.116445 = 8439335.116443, xb = 8439542.816935, voltage energy = 8439814.611562, gap = 64.094137
iteration 7: energy = 8439300.193880 = 8439300.193874, xb = 8439375.454027, voltage energy = 8439467.013469, gap = 16.299289
iteration 8: energy = 8439290.957926 = 8439290.957910, xb = 8439316.448120, voltage energy = 8439345.570186, gap = 3.631856
iteration 9: energy = 8439288.911216 = 8439288.911182, xb = 8439298.336805, voltage energy = 8439308.642860, gap = 0.880433
iteration 10: energy = 8439288.420825 = 8439288.420756, xb = 8439291.464097, voltage energy = 8439294.724638, gap = 0.217201
iteration 11: energy = 8439288.300320 = 8439288.300181, xb = 8439289.261710, voltage energy = 8439290.273891, gap = 0.050652
treesolver
iteration 1: energy = 8510711.851556 = 8510711.851558, xb = 8511944.689070, voltage energy = 8618667.735481, gap = 105490.208899
iteration 2: energy = 8455427.969920 = 8455427.969922, xb = 8461502.633037, voltage energy = 8490978.883595, gap = 23401.587443
iteration 3: energy = 8442968.858899 = 8442968.858901, xb = 8446287.101138, voltage energy = 8454809.730405, gap = 5204.387029
iteration 4: energy = 8440136.255925 = 8440136.255926, xb = 8441534.750080, voltage energy = 8444303.026830, gap = 1369.782595
iteration 5: energy = 8439494.297803 = 8439494.297804, xb = 8440027.464300, voltage energy = 8440840.785822, gap = 280.155027
iteration 6: energy = 8439335.116445 = 8439335.116443, xb = 8439542.816935, voltage energy = 8439814.611562, gap = 64.094137
iteration 7: energy = 8439300.193880 = 8439300.193874, xb = 8439375.454027, voltage energy = 8439467.013469, gap = 16.299289
iteration 8: energy = 8439290.957926 = 8439290.957910, xb = 8439316.448120, voltage energy = 8439345.570186, gap = 3.631856
iteration 9: energy = 8439288.911216 = 8439288.911182, xb = 8439298.336805, voltage energy = 8439308.642860, gap = 0.880433
iteration 10: energy = 8439288.420825 = 8439288.420756, xb = 8439291.464097, voltage energy = 8439294.724638, gap = 0.217201
iteration 11: energy = 8439288.300320 = 8439288.300181, xb = 8439289.261710, voltage energy = 8439290.273891, gap = 0.050652
treesolver
iteration 1: energy = 8510711.851556 = 8510711.851558, xb = 8511944.689070, voltage energy = 8618667.735481, gap = 105490.208899
iteration 2: energy = 8455427.969920 = 8455427.969922, xb = 8461502.633037, voltage energy = 8490978.883595, gap = 23401.587443
iteration 3: energy = 8442968.858899 = 8442968.858901, xb = 8446287.101138, voltage energy = 8454809.730405, gap = 5204.387029
iteration 4: energy = 8440136.255925 = 8440136.255926, xb = 8441534.750080, voltage energy = 8444303.026830, gap = 1369.782595
iteration 5: energy = 8439494.297803 = 8439494.297804, xb = 8440027.464300, voltage energy = 8440840.785822, gap = 280.155027
iteration 6: energy = 8439335.116445 = 8439335.116443, xb = 8439542.816935, voltage energy = 8439814.611562, gap = 64.094137
iteration 7: energy = 8439300.193880 = 8439300.193874, xb = 8439375.454027, voltage energy = 8439467.013469, gap = 16.299289
iteration 8: energy = 8439290.957926 = 8439290.957910, xb = 8439316.448120, voltage energy = 8439345.570186, gap = 3.631856
iteration 9: energy = 8439288.911216 = 8439288.911182, xb = 8439298.336805, voltage energy = 8439308.642860, gap = 0.880433
iteration 10: energy = 8439288.420825 = 8439288.420756, xb = 8439291.464097, voltage energy = 8439294.724638, gap = 0.217201
iteration 11: energy = 8439288.300320 = 8439288.300181, xb = 8439289.261710, voltage energy = 8439290.273891, gap = 0.050652
treesolver
iteration 1: energy = 8510711.851556 = 8510711.851558, xb = 8511944.689070, voltage energy = 8618667.735481, gap = 105490.208899
iteration 2: energy = 8455427.969920 = 8455427.969922, xb = 8461502.633037, voltage energy = 8490978.883595, gap = 23401.587443
iteration 3: energy = 8442968.858899 = 8442968.858901, xb = 8446287.101138, voltage energy = 8454809.730405, gap = 5204.387029
iteration 4: energy = 8440136.255925 = 8440136.255926, xb = 8441534.750080, voltage energy = 8444303.026830, gap = 1369.782595
iteration 5: energy = 8439494.297803 = 8439494.297804, xb = 8440027.464300, voltage energy = 8440840.785822, gap = 280.155027
iteration 6: energy = 8439335.116445 = 8439335.116443, xb = 8439542.816935, voltage energy = 8439814.611562, gap = 64.094137
iteration 7: energy = 8439300.193880 = 8439300.193874, xb = 8439375.454027, voltage energy = 8439467.013469, gap = 16.299289
iteration 8: energy = 8439290.957926 = 8439290.957910, xb = 8439316.448120, voltage energy = 8439345.570186, gap = 3.631856
iteration 9: energy = 8439288.911216 = 8439288.911182, xb = 8439298.336805, voltage energy = 8439308.642860, gap = 0.880433
iteration 10: energy = 8439288.420825 = 8439288.420756, xb = 8439291.464097, voltage energy = 8439294.724638, gap = 0.217201
iteration 11: energy = 8439288.300320 = 8439288.300181, xb = 8439289.261710, voltage energy = 8439290.273891, gap = 0.050652
recursivelinesolver
iteration 0: residue = 0.058828, energy = 8669942.441954 = 8669942.441953, xb = 8643009.833665, voltage energy = 9004380.146428, gap = 388302.921051
