linesolver
iteration 1: energy = 137504.335639 = 137504.335640, xb = 124461.929552, voltage energy = 130088.973312, gap = 18669.4498481346818153
iteration 20: energy = 124155.643116 = 124155.643114, xb = 124155.499452, voltage energy = 124155.588430, gap = 0.2326385241030948
iteration 21: energy = 124155.513471 = 124155.513467, xb = 124155.491613, voltage energy = 124155.570140, gap = 0.1003809014364379
iteration 22: energy = 124155.466304 = 124155.466299, xb = 124154.996048, voltage energy = 124154.659429, gap = 0.1336333263898268
iteration 23: energy = 124155.448833 = 124155.448828, xb = 124155.466374, voltage energy = 124155.508441, gap = 0.0245197521289811
iteration 24: energy = 124155.439927 = 124155.439921, xb = 124155.452212, voltage energy = 124155.475296, gap = 0.0107932129612891
iteration 25: energy = 124155.436442 = 124155.436434, xb = 124155.422970, voltage energy = 124155.416436, gap = 0.0069306529330788
iteration 26: energy = 124155.434621 = 124155.434611, xb = 124155.451409, voltage energy = 124155.472552, gap = 0.0043449497752590
iteration 27: energy = 124155.432765 = 124155.432753, xb = 124155.434755, voltage energy = 124155.439305, gap = 0.0025471638946328
linesolver
iteration 1: energy = 137504.335639 = 137504.335640, xb = 124461.929552, voltage energy = 130088.973312, gap = 18669.4498481346818153
iteration 2: energy = 130620.254047 = 130620.254047, xb = 124345.703109, voltage energy = 128056.622656, gap = 9985.4704850140697090
iteration 3: energy = 128244.672849 = 128244.672849, xb = 124241.736373, voltage energy = 125490.078613, gap = 5251.2787171841773670
iteration 4: energy = 126544.622552 = 126544.622552, xb = 124203.761573, voltage energy = 124886.610765, gap = 3023.7101712081930600
iteration 5: energy = 125649.295203 = 125649.295203, xb = 124186.800769, voltage energy = 124633.409971, gap = 1909.1036366613116115
iteration 6: energy = 124886.085437 = 124886.085437, xb = 124181.850121, voltage energy = 124334.708005, gap = 857.0931990691897226
iteration 7: energy = 124471.479217 = 124471.479217, xb = 124159.883859, voltage energy = 124649.662529, gap = 801.3740293034788920
iteration 8: energy = 124328.831578 = 124328.831578, xb = 124168.461016, voltage energy = 124234.940111, gap = 226.8496569892158732
iteration 9: energy = 124276.713760 = 124276.713760, xb = 124162.621889, voltage energy = 124216.149748, gap = 167.6197284305671928
iteration 10: energy = 124235.543337 = 124235.543337, xb = 124158.807351, voltage energy = 124170.665399, gap = 88.5940339336229954
iteration 11: energy = 124211.552541 = 124211.552541, xb = 124159.267865, voltage energy = 124168.626977, gap = 61.6437878278084099
iteration 12: energy = 124170.417467 = 124170.417466, xb = 124157.731429, voltage energy = 124165.591105, gap = 20.5457132556184661
iteration 13: energy = 124165.013053 = 124165.013053, xb = 124157.008430, voltage energy = 124159.982603, gap = 10.9787954717467073
iteration 14: energy = 124162.288886 = 124162.288885, xb = 124156.548177, voltage energy = 124159.084716, gap = 8.2772477896505734
