linesolver
iteration 1: energy = 16649322.149700 = 16649322.149703, xb = 16651189.775627, voltage energy = 16829369.058020, gap = 176311.6564687602221966
iteration 8: energy = 16529911.610333 = 16529911.610297, xb = 16529961.844634, voltage energy = 16530020.892976, gap = 8.8140050880610943
iteration 9: energy = 16529906.709085 = 16529906.709014, xb = 16529924.655818, voltage energy = 16529944.532156, gap = 1.9295336809009314
iteration 10: energy = 16529905.665543 = 16529905.665399, xb = 16529911.352388, voltage energy = 16529917.413940, gap = 0.3745618294924498
iteration 11: energy = 16529905.455897 = 16529905.455610, xb = 16529907.483833, voltage energy = 16529909.604921, gap = 0.0928636286407709
linesolver
iteration 1: energy = 16649322.149700 = 16649322.149703, xb = 16651189.775627, voltage energy = 16829369.058020, gap = 176311.6564687602221966
iteration 2: energy = 16557086.321054 = 16557086.321056, xb = 16567321.849558, voltage energy = 16616770.301791, gap = 39212.9237319454550743
iteration 3: energy = 16536088.172065 = 16536088.172067, xb = 16541869.015652, voltage energy = 16556422.790061, gap = 8772.9308229722082615
iteration 4: energy = 16531409.383669 = 16531409.383669, xb = 16533949.163863, voltage energy = 16538615.233720, gap = 2126.2896640896797180
iteration 5: energy = 16530278.025982 = 16530278.025981, xb = 16531266.572960, voltage energy = 16532783.392646, gap = 528.2727073039859533
iteration 6: energy = 16529997.739201 = 16529997.739196, xb = 16530375.148437, voltage energy = 16530883.135583, gap = 130.5779037792235613
iteration 7: energy = 16529929.648428 = 16529929.648411, xb = 16530070.568518, voltage energy = 16530244.347178, gap = 32.8585528191179037
iteration 8: energy = 16529911.610333 = 16529911.610297, xb = 16529961.844634, voltage energy = 16530020.892976, gap = 8.8140050880610943
iteration 9: energy = 16529906.709085 = 16529906.709014, xb = 16529924.655818, voltage energy = 16529944.532156, gap = 1.9295336809009314
iteration 10: energy = 16529905.665543 = 16529905.665399, xb = 16529911.352388, voltage energy = 16529917.413940, gap = 0.3745618294924498
iteration 11: energy = 16529905.455897 = 16529905.455610, xb = 16529907.483833, voltage energy = 16529909.604921, gap = 0.0928636286407709
linesolver
iteration 1: energy = 16649322.149700 = 16649322.149703, xb = 16651189.775627, voltage energy = 16829369.058020, gap = 176311.6564687602221966
iteration 2: energy = 16557086.321054 = 16557086.321056, xb = 16567321.849558, voltage energy = 16616770.301791, gap = 39212.9237319454550743
iteration 3: energy = 16536088.172065 = 16536088.172067, xb = 16541869.015652, voltage energy = 16556422.790061, gap = 8772.9308229722082615
iteration 4: energy = 16531409.383669 = 16531409.383669, xb = 16533949.163863, voltage energy = 16538615.233720, gap = 2126.2896640896797180
iteration 5: energy = 16530278.025982 = 16530278.025981, xb = 16531266.572960, voltage energy = 16532783.392646, gap = 528.2727073039859533
iteration 6: energy = 16529997.739201 = 16529997.739196, xb = 16530375.148437, voltage energy = 16530883.135583, gap = 130.5779037792235613
iteration 7: energy = 16529929.648428 = 16529929.648411, xb = 16530070.568518, voltage energy = 16530244.347178, gap = 32.8585528191179037
iteration 8: energy = 16529911.610333 = 16529911.610297, xb = 16529961.844634, voltage energy = 16530020.892976, gap = 8.8140050880610943
iteration 9: energy = 16529906.709085 = 16529906.709014, xb = 16529924.655818, voltage energy = 16529944.532156, gap = 1.9295336809009314
iteration 10: energy = 16529905.665543 = 16529905.665399, xb = 16529911.352388, voltage energy = 16529917.413940, gap = 0.3745618294924498
iteration 11: energy = 16529905.455897 = 16529905.455610, xb = 16529907.483833, voltage energy = 16529909.604921, gap = 0.0928636286407709
linesolver
iteration 1: energy = 16649322.149700 = 16649322.149703, xb = 16651189.775627, voltage energy = 16829369.058020, gap = 176311.6564687602221966
iteration 2: energy = 16557086.321054 = 16557086.321056, xb = 16567321.849558, voltage energy = 16616770.301791, gap = 39212.9237319454550743
iteration 3: energy = 16536088.172065 = 16536088.172067, xb = 16541869.015652, voltage energy = 16556422.790061, gap = 8772.9308229722082615
iteration 4: energy = 16531409.383669 = 16531409.383669, xb = 16533949.163863, voltage energy = 16538615.233720, gap = 2126.2896640896797180
iteration 5: energy = 16530278.025982 = 16530278.025981, xb = 16531266.572960, voltage energy = 16532783.392646, gap = 528.2727073039859533
iteration 6: energy = 16529997.739201 = 16529997.739196, xb = 16530375.148437, voltage energy = 16530883.135583, gap = 130.5779037792235613
iteration 7: energy = 16529929.648428 = 16529929.648411, xb = 16530070.568518, voltage energy = 16530244.347178, gap = 32.8585528191179037
iteration 8: energy = 16529911.610333 = 16529911.610297, xb = 16529961.844634, voltage energy = 16530020.892976, gap = 8.8140050880610943
iteration 9: energy = 16529906.709085 = 16529906.709014, xb = 16529924.655818, voltage energy = 16529944.532156, gap = 1.9295336809009314
iteration 10: energy = 16529905.665543 = 16529905.665399, xb = 16529911.352388, voltage energy = 16529917.413940, gap = 0.3745618294924498
iteration 11: energy = 16529905.455897 = 16529905.455610, xb = 16529907.483833, voltage energy = 16529909.604921, gap = 0.0928636286407709
linesolver
iteration 1: energy = 16649322.149700 = 16649322.149703, xb = 16651189.775627, voltage energy = 16829369.058020, gap = 176311.6564687602221966
iteration 2: energy = 16557086.321054 = 16557086.321056, xb = 16567321.849558, voltage energy = 16616770.301791, gap = 39212.9237319454550743
iteration 3: energy = 16536088.172065 = 16536088.172067, xb = 16541869.015652, voltage energy = 16556422.790061, gap = 8772.9308229722082615
iteration 4: energy = 16531409.383669 = 16531409.383669, xb = 16533949.163863, voltage energy = 16538615.233720, gap = 2126.2896640896797180
iteration 5: energy = 16530278.025982 = 16530278.025981, xb = 16531266.572960, voltage energy = 16532783.392646, gap = 528.2727073039859533
iteration 6: energy = 16529997.739201 = 16529997.739196, xb = 16530375.148437, voltage energy = 16530883.135583, gap = 130.5779037792235613
iteration 7: energy = 16529929.648428 = 16529929.648411, xb = 16530070.568518, voltage energy = 16530244.347178, gap = 32.8585528191179037
iteration 8: energy = 16529911.610333 = 16529911.610297, xb = 16529961.844634, voltage energy = 16530020.892976, gap = 8.8140050880610943
iteration 9: energy = 16529906.709085 = 16529906.709014, xb = 16529924.655818, voltage energy = 16529944.532156, gap = 1.9295336809009314
iteration 10: energy = 16529905.665543 = 16529905.665399, xb = 16529911.352388, voltage energy = 16529917.413940, gap = 0.3745618294924498
iteration 11: energy = 16529905.455897 = 16529905.455610, xb = 16529907.483833, voltage energy = 16529909.604921, gap = 0.0928636286407709
linesolver
iteration 1: energy = 16649322.149700 = 16649322.149703, xb = 16651189.775627, voltage energy = 16829369.058020, gap = 176311.6564687602221966
iteration 2: energy = 16557086.321054 = 16557086.321056, xb = 16567321.849558, voltage energy = 16616770.301791, gap = 39212.9237319454550743
iteration 3: energy = 16536088.172065 = 16536088.172067, xb = 16541869.015652, voltage energy = 16556422.790061, gap = 8772.9308229722082615
iteration 4: energy = 16531409.383669 = 16531409.383669, xb = 16533949.163863, voltage energy = 16538615.233720, gap = 2126.2896640896797180
iteration 5: energy = 16530278.025982 = 16530278.025981, xb = 16531266.572960, voltage energy = 16532783.392646, gap = 528.2727073039859533
iteration 6: energy = 16529997.739201 = 16529997.739196, xb = 16530375.148437, voltage energy = 16530883.135583, gap = 130.5779037792235613
iteration 7: energy = 16529929.648428 = 16529929.648411, xb = 16530070.568518, voltage energy = 16530244.347178, gap = 32.8585528191179037
iteration 8: energy = 16529911.610333 = 16529911.610297, xb = 16529961.844634, voltage energy = 16530020.892976, gap = 8.8140050880610943
iteration 9: energy = 16529906.709085 = 16529906.709014, xb = 16529924.655818, voltage energy = 16529944.532156, gap = 1.9295336809009314
iteration 10: energy = 16529905.665543 = 16529905.665399, xb = 16529911.352388, voltage energy = 16529917.413940, gap = 0.3745618294924498
iteration 11: energy = 16529905.455897 = 16529905.455610, xb = 16529907.483833, voltage energy = 16529909.604921, gap = 0.0928636286407709
linesolver
iteration 1: energy = 16649322.149700 = 16649322.149703, xb = 16651189.775627, voltage energy = 16829369.058020, gap = 176311.6564687602221966
iteration 2: energy = 16557086.321054 = 16557086.321056, xb = 16567321.849558, voltage energy = 16616770.301791, gap = 39212.9237319454550743
iteration 3: energy = 16536088.172065 = 16536088.172067, xb = 16541869.015652, voltage energy = 16556422.790061, gap = 8772.9308229722082615
iteration 4: energy = 16531409.383669 = 16531409.383669, xb = 16533949.163863, voltage energy = 16538615.233720, gap = 2126.2896640896797180
iteration 5: energy = 16530278.025982 = 16530278.025981, xb = 16531266.572960, voltage energy = 16532783.392646, gap = 528.2727073039859533
iteration 6: energy = 16529997.739201 = 16529997.739196, xb = 16530375.148437, voltage energy = 16530883.135583, gap = 130.5779037792235613
iteration 7: energy = 16529929.648428 = 16529929.648411, xb = 16530070.568518, voltage energy = 16530244.347178, gap = 32.8585528191179037
iteration 8: energy = 16529911.610333 = 16529911.610297, xb = 16529961.844634, voltage energy = 16530020.892976, gap = 8.8140050880610943
iteration 9: energy = 16529906.709085 = 16529906.709014, xb = 16529924.655818, voltage energy = 16529944.532156, gap = 1.9295336809009314
iteration 10: energy = 16529905.665543 = 16529905.665399, xb = 16529911.352388, voltage energy = 16529917.413940, gap = 0.3745618294924498
iteration 11: energy = 16529905.455897 = 16529905.455610, xb = 16529907.483833, voltage energy = 16529909.604921, gap = 0.0928636286407709
treesolver
iteration 1: energy = 16649322.149699 = 16649322.149703, xb = 16651189.775627, voltage energy = 16829369.058020, gap = 176311.656469
iteration 2: energy = 16557086.321053 = 16557086.321056, xb = 16567321.849558, voltage energy = 16616770.301791, gap = 39212.923732
iteration 3: energy = 16536088.172064 = 16536088.172067, xb = 16541869.015652, voltage energy = 16556422.790061, gap = 8772.930824
iteration 4: energy = 16531409.383668 = 16531409.383669, xb = 16533949.163863, voltage energy = 16538615.233720, gap = 2126.289664
iteration 5: energy = 16530278.025981 = 16530278.025981, xb = 16531266.572959, voltage energy = 16532783.392646, gap = 528.272708
iteration 6: energy = 16529997.739200 = 16529997.739196, xb = 16530375.148437, voltage energy = 16530883.135583, gap = 130.577905
iteration 7: energy = 16529929.648428 = 16529929.648411, xb = 16530070.568519, voltage energy = 16530244.347178, gap = 32.858552
iteration 8: energy = 16529911.610332 = 16529911.610297, xb = 16529961.844634, voltage energy = 16530020.892976, gap = 8.814005
iteration 9: energy = 16529906.709084 = 16529906.709014, xb = 16529924.655820, voltage energy = 16529944.532156, gap = 1.929531
iteration 10: energy = 16529905.665542 = 16529905.665399, xb = 16529911.352389, voltage energy = 16529917.413940, gap = 0.374561
iteration 11: energy = 16529905.455896 = 16529905.455610, xb = 16529907.483834, voltage energy = 16529909.604921, gap = 0.092863
treesolver
iteration 1: energy = 16649322.149699 = 16649322.149703, xb = 16651189.775627, voltage energy = 16829369.058020, gap = 176311.656469
iteration 2: energy = 16557086.321053 = 16557086.321056, xb = 16567321.849558, voltage energy = 16616770.301791, gap = 39212.923732
iteration 3: energy = 16536088.172064 = 16536088.172067, xb = 16541869.015652, voltage energy = 16556422.790061, gap = 8772.930824
iteration 4: energy = 16531409.383668 = 16531409.383669, xb = 16533949.163863, voltage energy = 16538615.233720, gap = 2126.289664
iteration 5: energy = 16530278.025981 = 16530278.025981, xb = 16531266.572959, voltage energy = 16532783.392646, gap = 528.272708
iteration 6: energy = 16529997.739200 = 16529997.739196, xb = 16530375.148437, voltage energy = 16530883.135583, gap = 130.577905
iteration 7: energy = 16529929.648428 = 16529929.648411, xb = 16530070.568519, voltage energy = 16530244.347178, gap = 32.858552
iteration 8: energy = 16529911.610332 = 16529911.610297, xb = 16529961.844634, voltage energy = 16530020.892976, gap = 8.814005
iteration 9: energy = 16529906.709084 = 16529906.709014, xb = 16529924.655820, voltage energy = 16529944.532156, gap = 1.929531
iteration 10: energy = 16529905.665542 = 16529905.665399, xb = 16529911.352389, voltage energy = 16529917.413940, gap = 0.374561
iteration 11: energy = 16529905.455896 = 16529905.455610, xb = 16529907.483834, voltage energy = 16529909.604921, gap = 0.092863
treesolver
iteration 1: energy = 16649322.149699 = 16649322.149703, xb = 16651189.775627, voltage energy = 16829369.058020, gap = 176311.656469
iteration 2: energy = 16557086.321053 = 16557086.321056, xb = 16567321.849558, voltage energy = 16616770.301791, gap = 39212.923732
iteration 3: energy = 16536088.172064 = 16536088.172067, xb = 16541869.015652, voltage energy = 16556422.790061, gap = 8772.930824
iteration 4: energy = 16531409.383668 = 16531409.383669, xb = 16533949.163863, voltage energy = 16538615.233720, gap = 2126.289664
iteration 5: energy = 16530278.025981 = 16530278.025981, xb = 16531266.572959, voltage energy = 16532783.392646, gap = 528.272708
iteration 6: energy = 16529997.739200 = 16529997.739196, xb = 16530375.148437, voltage energy = 16530883.135583, gap = 130.577905
iteration 7: energy = 16529929.648428 = 16529929.648411, xb = 16530070.568519, voltage energy = 16530244.347178, gap = 32.858552
iteration 8: energy = 16529911.610332 = 16529911.610297, xb = 16529961.844634, voltage energy = 16530020.892976, gap = 8.814005
iteration 9: energy = 16529906.709084 = 16529906.709014, xb = 16529924.655820, voltage energy = 16529944.532156, gap = 1.929531
iteration 10: energy = 16529905.665542 = 16529905.665399, xb = 16529911.352389, voltage energy = 16529917.413940, gap = 0.374561
iteration 11: energy = 16529905.455896 = 16529905.455610, xb = 16529907.483834, voltage energy = 16529909.604921, gap = 0.092863
treesolver
iteration 1: energy = 16649322.149699 = 16649322.149703, xb = 16651189.775627, voltage energy = 16829369.058020, gap = 176311.656469
iteration 2: energy = 16557086.321053 = 16557086.321056, xb = 16567321.849558, voltage energy = 16616770.301791, gap = 39212.923732
iteration 3: energy = 16536088.172064 = 16536088.172067, xb = 16541869.015652, voltage energy = 16556422.790061, gap = 8772.930824
iteration 4: energy = 16531409.383668 = 16531409.383669, xb = 16533949.163863, voltage energy = 16538615.233720, gap = 2126.289664
iteration 5: energy = 16530278.025981 = 16530278.025981, xb = 16531266.572959, voltage energy = 16532783.392646, gap = 528.272708
iteration 6: energy = 16529997.739200 = 16529997.739196, xb = 16530375.148437, voltage energy = 16530883.135583, gap = 130.577905
iteration 7: energy = 16529929.648428 = 16529929.648411, xb = 16530070.568519, voltage energy = 16530244.347178, gap = 32.858552
iteration 8: energy = 16529911.610332 = 16529911.610297, xb = 16529961.844634, voltage energy = 16530020.892976, gap = 8.814005
iteration 9: energy = 16529906.709084 = 16529906.709014, xb = 16529924.655820, voltage energy = 16529944.532156, gap = 1.929531
iteration 10: energy = 16529905.665542 = 16529905.665399, xb = 16529911.352389, voltage energy = 16529917.413940, gap = 0.374561
iteration 11: energy = 16529905.455896 = 16529905.455610, xb = 16529907.483834, voltage energy = 16529909.604921, gap = 0.092863
treesolver
iteration 1: energy = 16649322.149699 = 16649322.149703, xb = 16651189.775627, voltage energy = 16829369.058020, gap = 176311.656469
iteration 2: energy = 16557086.321053 = 16557086.321056, xb = 16567321.849558, voltage energy = 16616770.301791, gap = 39212.923732
iteration 3: energy = 16536088.172064 = 16536088.172067, xb = 16541869.015652, voltage energy = 16556422.790061, gap = 8772.930824
iteration 4: energy = 16531409.383668 = 16531409.383669, xb = 16533949.163863, voltage energy = 16538615.233720, gap = 2126.289664
iteration 5: energy = 16530278.025981 = 16530278.025981, xb = 16531266.572959, voltage energy = 16532783.392646, gap = 528.272708
iteration 6: energy = 16529997.739200 = 16529997.739196, xb = 16530375.148437, voltage energy = 16530883.135583, gap = 130.577905
iteration 7: energy = 16529929.648428 = 16529929.648411, xb = 16530070.568519, voltage energy = 16530244.347178, gap = 32.858552
iteration 8: energy = 16529911.610332 = 16529911.610297, xb = 16529961.844634, voltage energy = 16530020.892976, gap = 8.814005
iteration 9: energy = 16529906.709084 = 16529906.709014, xb = 16529924.655820, voltage energy = 16529944.532156, gap = 1.929531
iteration 10: energy = 16529905.665542 = 16529905.665399, xb = 16529911.352389, voltage energy = 16529917.413940, gap = 0.374561
iteration 11: energy = 16529905.455896 = 16529905.455610, xb = 16529907.483834, voltage energy = 16529909.604921, gap = 0.092863
treesolver
iteration 1: energy = 16649322.149699 = 16649322.149703, xb = 16651189.775627, voltage energy = 16829369.058020, gap = 176311.656469
iteration 2: energy = 16557086.321053 = 16557086.321056, xb = 16567321.849558, voltage energy = 16616770.301791, gap = 39212.923732
iteration 3: energy = 16536088.172064 = 16536088.172067, xb = 16541869.015652, voltage energy = 16556422.790061, gap = 8772.930824
iteration 4: energy = 16531409.383668 = 16531409.383669, xb = 16533949.163863, voltage energy = 16538615.233720, gap = 2126.289664
iteration 5: energy = 16530278.025981 = 16530278.025981, xb = 16531266.572959, voltage energy = 16532783.392646, gap = 528.272708
iteration 6: energy = 16529997.739200 = 16529997.739196, xb = 16530375.148437, voltage energy = 16530883.135583, gap = 130.577905
iteration 7: energy = 16529929.648428 = 16529929.648411, xb = 16530070.568519, voltage energy = 16530244.347178, gap = 32.858552
iteration 8: energy = 16529911.610332 = 16529911.610297, xb = 16529961.844634, voltage energy = 16530020.892976, gap = 8.814005
iteration 9: energy = 16529906.709084 = 16529906.709014, xb = 16529924.655820, voltage energy = 16529944.532156, gap = 1.929531
iteration 10: energy = 16529905.665542 = 16529905.665399, xb = 16529911.352389, voltage energy = 16529917.413940, gap = 0.374561
iteration 11: energy = 16529905.455896 = 16529905.455610, xb = 16529907.483834, voltage energy = 16529909.604921, gap = 0.092863
treesolver
iteration 1: energy = 16649322.149699 = 16649322.149703, xb = 16651189.775627, voltage energy = 16829369.058020, gap = 176311.656469
iteration 2: energy = 16557086.321053 = 16557086.321056, xb = 16567321.849558, voltage energy = 16616770.301791, gap = 39212.923732
iteration 3: energy = 16536088.172064 = 16536088.172067, xb = 16541869.015652, voltage energy = 16556422.790061, gap = 8772.930824
iteration 4: energy = 16531409.383668 = 16531409.383669, xb = 16533949.163863, voltage energy = 16538615.233720, gap = 2126.289664
iteration 5: energy = 16530278.025981 = 16530278.025981, xb = 16531266.572959, voltage energy = 16532783.392646, gap = 528.272708
iteration 6: energy = 16529997.739200 = 16529997.739196, xb = 16530375.148437, voltage energy = 16530883.135583, gap = 130.577905
iteration 7: energy = 16529929.648428 = 16529929.648411, xb = 16530070.568519, voltage energy = 16530244.347178, gap = 32.858552
iteration 8: energy = 16529911.610332 = 16529911.610297, xb = 16529961.844634, voltage energy = 16530020.892976, gap = 8.814005
iteration 9: energy = 16529906.709084 = 16529906.709014, xb = 16529924.655820, voltage energy = 16529944.532156, gap = 1.929531
iteration 10: energy = 16529905.665542 = 16529905.665399, xb = 16529911.352389, voltage energy = 16529917.413940, gap = 0.374561
iteration 11: energy = 16529905.455896 = 16529905.455610, xb = 16529907.483834, voltage energy = 16529909.604921, gap = 0.092863
treesolver
iteration 1: energy = 16649322.149699 = 16649322.149703, xb = 16651189.775627, voltage energy = 16829369.058020, gap = 176311.656469
iteration 2: energy = 16557086.321053 = 16557086.321056, xb = 16567321.849558, voltage energy = 16616770.301791, gap = 39212.923732
iteration 3: energy = 16536088.172064 = 16536088.172067, xb = 16541869.015652, voltage energy = 16556422.790061, gap = 8772.930824
iteration 4: energy = 16531409.383668 = 16531409.383669, xb = 16533949.163863, voltage energy = 16538615.233720, gap = 2126.289664
iteration 5: energy = 16530278.025981 = 16530278.025981, xb = 16531266.572959, voltage energy = 16532783.392646, gap = 528.272708
iteration 6: energy = 16529997.739200 = 16529997.739196, xb = 16530375.148437, voltage energy = 16530883.135583, gap = 130.577905
iteration 7: energy = 16529929.648428 = 16529929.648411, xb = 16530070.568519, voltage energy = 16530244.347178, gap = 32.858552
iteration 8: energy = 16529911.610332 = 16529911.610297, xb = 16529961.844634, voltage energy = 16530020.892976, gap = 8.814005
iteration 9: energy = 16529906.709084 = 16529906.709014, xb = 16529924.655820, voltage energy = 16529944.532156, gap = 1.929531
iteration 10: energy = 16529905.665542 = 16529905.665399, xb = 16529911.352389, voltage energy = 16529917.413940, gap = 0.374561
iteration 11: energy = 16529905.455896 = 16529905.455610, xb = 16529907.483834, voltage energy = 16529909.604921, gap = 0.092863
treesolver
iteration 1: energy = 16649322.149699 = 16649322.149703, xb = 16651189.775627, voltage energy = 16829369.058020, gap = 176311.656469
iteration 2: energy = 16557086.321053 = 16557086.321056, xb = 16567321.849558, voltage energy = 16616770.301791, gap = 39212.923732
iteration 3: energy = 16536088.172064 = 16536088.172067, xb = 16541869.015652, voltage energy = 16556422.790061, gap = 8772.930824
iteration 4: energy = 16531409.383668 = 16531409.383669, xb = 16533949.163863, voltage energy = 16538615.233720, gap = 2126.289664
iteration 5: energy = 16530278.025981 = 16530278.025981, xb = 16531266.572959, voltage energy = 16532783.392646, gap = 528.272708
iteration 6: energy = 16529997.739200 = 16529997.739196, xb = 16530375.148437, voltage energy = 16530883.135583, gap = 130.577905
iteration 7: energy = 16529929.648428 = 16529929.648411, xb = 16530070.568519, voltage energy = 16530244.347178, gap = 32.858552
iteration 8: energy = 16529911.610332 = 16529911.610297, xb = 16529961.844634, voltage energy = 16530020.892976, gap = 8.814005
iteration 9: energy = 16529906.709084 = 16529906.709014, xb = 16529924.655820, voltage energy = 16529944.532156, gap = 1.929531
iteration 10: energy = 16529905.665542 = 16529905.665399, xb = 16529911.352389, voltage energy = 16529917.413940, gap = 0.374561
iteration 11: energy = 16529905.455896 = 16529905.455610, xb = 16529907.483834, voltage energy = 16529909.604921, gap = 0.092863
treesolver
iteration 1: energy = 16649322.149699 = 16649322.149703, xb = 16651189.775627, voltage energy = 16829369.058020, gap = 176311.656469
iteration 2: energy = 16557086.321053 = 16557086.321056, xb = 16567321.849558, voltage energy = 16616770.301791, gap = 39212.923732
iteration 3: energy = 16536088.172064 = 16536088.172067, xb = 16541869.015652, voltage energy = 16556422.790061, gap = 8772.930824
iteration 4: energy = 16531409.383668 = 16531409.383669, xb = 16533949.163863, voltage energy = 16538615.233720, gap = 2126.289664
iteration 5: energy = 16530278.025981 = 16530278.025981, xb = 16531266.572959, voltage energy = 16532783.392646, gap = 528.272708
iteration 6: energy = 16529997.739200 = 16529997.739196, xb = 16530375.148437, voltage energy = 16530883.135583, gap = 130.577905
iteration 7: energy = 16529929.648428 = 16529929.648411, xb = 16530070.568519, voltage energy = 16530244.347178, gap = 32.858552
iteration 8: energy = 16529911.610332 = 16529911.610297, xb = 16529961.844634, voltage energy = 16530020.892976, gap = 8.814005
iteration 9: energy = 16529906.709084 = 16529906.709014, xb = 16529924.655820, voltage energy = 16529944.532156, gap = 1.929531
iteration 10: energy = 16529905.665542 = 16529905.665399, xb = 16529911.352389, voltage energy = 16529917.413940, gap = 0.374561
iteration 11: energy = 16529905.455896 = 16529905.455610, xb = 16529907.483834, voltage energy = 16529909.604921, gap = 0.092863
recursivelinesolver
iteration 0: residue = 0.052699, energy = 16910019.696314 = 16910019.696316, xb = 16864013.513334, voltage energy = 17453410.756557, gap = 635403.426206
