linesolver
iteration 1: energy = 18951.219005 = 18951.219005, xb = 16153.156887, voltage energy = 16406.542514, gap = 3051.4477456698950846
iteration 16: energy = 16143.975814 = 16143.975814, xb = 16143.812428, voltage energy = 16143.862209, gap = 0.2131668571655609
iteration 17: energy = 16143.933282 = 16143.933282, xb = 16143.794007, voltage energy = 16143.828120, gap = 0.1733878853574424
iteration 18: energy = 16143.858866 = 16143.858865, xb = 16143.765661, voltage energy = 16143.775412, gap = 0.1029559791295469
iteration 19: energy = 16143.813970 = 16143.813970, xb = 16143.791810, voltage energy = 16143.808380, gap = 0.0387296527296712
iteration 20: energy = 16143.798316 = 16143.798316, xb = 16143.784856, voltage energy = 16143.790593, gap = 0.0191976044625335
iteration 21: energy = 16143.793827 = 16143.793826, xb = 16143.789684, voltage energy = 16143.799377, gap = 0.0138358691456233
iteration 22: energy = 16143.792353 = 16143.792352, xb = 16143.783882, voltage energy = 16143.787478, gap = 0.0120653003032203
linesolver
iteration 1: energy = 18951.219005 = 18951.219005, xb = 16153.156887, voltage energy = 16406.542514, gap = 3051.4477456698950846
iteration 2: energy = 17300.558933 = 17300.558933, xb = 16149.842857, voltage energy = 16267.665634, gap = 1268.5388529568226659
iteration 3: energy = 16695.727095 = 16695.727095, xb = 16154.552119, voltage energy = 16514.232624, gap = 900.8554816502255562
iteration 4: energy = 16376.799545 = 16376.799545, xb = 16148.761870, voltage energy = 16237.665100, gap = 316.9409057048360410
iteration 5: energy = 16252.517673 = 16252.517673, xb = 16145.068333, voltage energy = 16165.652910, gap = 128.0339175284952944
iteration 6: energy = 16212.823508 = 16212.823508, xb = 16145.665642, voltage energy = 16157.732583, gap = 79.2248071218036785
iteration 7: energy = 16184.856366 = 16184.856366, xb = 16144.407026, voltage energy = 16148.458151, gap = 44.5004638516074920
iteration 8: energy = 16156.644025 = 16156.644025, xb = 16144.248069, voltage energy = 16146.562335, gap = 14.7102214933420328
iteration 9: energy = 16151.400140 = 16151.400140, xb = 16144.258233, voltage energy = 16145.934390, gap = 8.8180635956359765
iteration 10: energy = 16148.627962 = 16148.627962, xb = 16143.975106, voltage energy = 16145.650615, gap = 6.3283638877292105
iteration 11: energy = 16146.152481 = 16146.152481, xb = 16144.011224, voltage energy = 16144.612782, gap = 2.7428140238625929
iteration 12: energy = 16145.107776 = 16145.107776, xb = 16143.876425, voltage energy = 16144.114457, gap = 1.4693822531298792
iteration 13: energy = 16144.757566 = 16144.757565, xb = 16143.885642, voltage energy = 16144.091386, gap = 1.0776662670323276
iteration 14: energy = 16144.560028 = 16144.560028, xb = 16143.615674, voltage energy = 16144.118456, gap = 1.4471362654330733
iteration 15: energy = 16144.292186 = 16144.292186, xb = 16143.810578, voltage energy = 16143.863641, gap = 0.5346722542562929
iteration 16: energy = 16143.975814 = 16143.975814, xb = 16143.812428, voltage energy = 16143.862209, gap = 0.2131668571655609
iteration 17: energy = 16143.933282 = 16143.933282, xb = 16143.794007, voltage energy = 16143.828120, gap = 0.1733878853574424
iteration 18: energy = 16143.858866 = 16143.858865, xb = 16143.765661, voltage energy = 16143.775412, gap = 0.1029559791295469
iteration 19: energy = 16143.813970 = 16143.813970, xb = 16143.791810, voltage energy = 16143.808380, gap = 0.0387296527296712
iteration 20: energy = 16143.798316 = 16143.798316, xb = 16143.784856, voltage energy = 16143.790593, gap = 0.0191976044625335
iteration 21: energy = 16143.793827 = 16143.793826, xb = 16143.789684, voltage energy = 16143.799377, gap = 0.0138358691456233
iteration 22: energy = 16143.792353 = 16143.792352, xb = 16143.783882, voltage energy = 16143.787478, gap = 0.0120653003032203
linesolver
iteration 1: energy = 18951.219005 = 18951.219005, xb = 16153.156887, voltage energy = 16406.542514, gap = 3051.4477456698950846
iteration 2: energy = 17300.558933 = 17300.558933, xb = 16149.842857, voltage energy = 16267.665634, gap = 1268.5388529568226659
iteration 3: energy = 16695.727095 = 16695.727095, xb = 16154.552119, voltage energy = 16514.232624, gap = 900.8554816502255562
iteration 4: energy = 16376.799545 = 16376.799545, xb = 16148.761870, voltage energy = 16237.665100, gap = 316.9409057048360410
iteration 5: energy = 16252.517673 = 16252.517673, xb = 16145.068333, voltage energy = 16165.652910, gap = 128.0339175284952944
iteration 6: energy = 16212.823508 = 16212.823508, xb = 16145.665642, voltage energy = 16157.732583, gap = 79.2248071218036785
iteration 7: energy = 16184.856366 = 16184.856366, xb = 16144.407026, voltage energy = 16148.458151, gap = 44.5004638516074920
iteration 8: energy = 16156.644025 = 16156.644025, xb = 16144.248069, voltage energy = 16146.562335, gap = 14.7102214933420328
iteration 9: energy = 16151.400140 = 16151.400140, xb = 16144.258233, voltage energy = 16145.934390, gap = 8.8180635956359765
iteration 10: energy = 16148.627962 = 16148.627962, xb = 16143.975106, voltage energy = 16145.650615, gap = 6.3283638877292105
iteration 11: energy = 16146.152481 = 16146.152481, xb = 16144.011224, voltage energy = 16144.612782, gap = 2.7428140238625929
iteration 12: energy = 16145.107776 = 16145.107776, xb = 16143.876425, voltage energy = 16144.114457, gap = 1.4693822531298792
iteration 13: energy = 16144.757566 = 16144.757565, xb = 16143.885642, voltage energy = 16144.091386, gap = 1.0776662670323276
iteration 14: energy = 16144.560028 = 16144.560028, xb = 16143.615674, voltage energy = 16144.118456, gap = 1.4471362654330733
iteration 15: energy = 16144.292186 = 16144.292186, xb = 16143.810578, voltage energy = 16143.863641, gap = 0.5346722542562929
iteration 16: energy = 16143.975814 = 16143.975814, xb = 16143.812428, voltage energy = 16143.862209, gap = 0.2131668571655609
iteration 17: energy = 16143.933282 = 16143.933282, xb = 16143.794007, voltage energy = 16143.828120, gap = 0.1733878853574424
iteration 18: energy = 16143.858866 = 16143.858865, xb = 16143.765661, voltage energy = 16143.775412, gap = 0.1029559791295469
iteration 19: energy = 16143.813970 = 16143.813970, xb = 16143.791810, voltage energy = 16143.808380, gap = 0.0387296527296712
iteration 20: energy = 16143.798316 = 16143.798316, xb = 16143.784856, voltage energy = 16143.790593, gap = 0.0191976044625335
iteration 21: energy = 16143.793827 = 16143.793826, xb = 16143.789684, voltage energy = 16143.799377, gap = 0.0138358691456233
iteration 22: energy = 16143.792353 = 16143.792352, xb = 16143.783882, voltage energy = 16143.787478, gap = 0.0120653003032203
linesolver
iteration 1: energy = 18951.219005 = 18951.219005, xb = 16153.156887, voltage energy = 16406.542514, gap = 3051.4477456698950846
iteration 2: energy = 17300.558933 = 17300.558933, xb = 16149.842857, voltage energy = 16267.665634, gap = 1268.5388529568226659
iteration 3: energy = 16695.727095 = 16695.727095, xb = 16154.552119, voltage energy = 16514.232624, gap = 900.8554816502255562
iteration 4: energy = 16376.799545 = 16376.799545, xb = 16148.761870, voltage energy = 16237.665100, gap = 316.9409057048360410
iteration 5: energy = 16252.517673 = 16252.517673, xb = 16145.068333, voltage energy = 16165.652910, gap = 128.0339175284952944
iteration 6: energy = 16212.823508 = 16212.823508, xb = 16145.665642, voltage energy = 16157.732583, gap = 79.2248071218036785
iteration 7: energy = 16184.856366 = 16184.856366, xb = 16144.407026, voltage energy = 16148.458151, gap = 44.5004638516074920
iteration 8: energy = 16156.644025 = 16156.644025, xb = 16144.248069, voltage energy = 16146.562335, gap = 14.7102214933420328
iteration 9: energy = 16151.400140 = 16151.400140, xb = 16144.258233, voltage energy = 16145.934390, gap = 8.8180635956359765
iteration 10: energy = 16148.627962 = 16148.627962, xb = 16143.975106, voltage energy = 16145.650615, gap = 6.3283638877292105
iteration 11: energy = 16146.152481 = 16146.152481, xb = 16144.011224, voltage energy = 16144.612782, gap = 2.7428140238625929
iteration 12: energy = 16145.107776 = 16145.107776, xb = 16143.876425, voltage energy = 16144.114457, gap = 1.4693822531298792
iteration 13: energy = 16144.757566 = 16144.757565, xb = 16143.885642, voltage energy = 16144.091386, gap = 1.0776662670323276
iteration 14: energy = 16144.560028 = 16144.560028, xb = 16143.615674, voltage energy = 16144.118456, gap = 1.4471362654330733
iteration 15: energy = 16144.292186 = 16144.292186, xb = 16143.810578, voltage energy = 16143.863641, gap = 0.5346722542562929
iteration 16: energy = 16143.975814 = 16143.975814, xb = 16143.812428, voltage energy = 16143.862209, gap = 0.2131668571655609
iteration 17: energy = 16143.933282 = 16143.933282, xb = 16143.794007, voltage energy = 16143.828120, gap = 0.1733878853574424
iteration 18: energy = 16143.858866 = 16143.858865, xb = 16143.765661, voltage energy = 16143.775412, gap = 0.1029559791295469
iteration 19: energy = 16143.813970 = 16143.813970, xb = 16143.791810, voltage energy = 16143.808380, gap = 0.0387296527296712
iteration 20: energy = 16143.798316 = 16143.798316, xb = 16143.784856, voltage energy = 16143.790593, gap = 0.0191976044625335
iteration 21: energy = 16143.793827 = 16143.793826, xb = 16143.789684, voltage energy = 16143.799377, gap = 0.0138358691456233
iteration 22: energy = 16143.792353 = 16143.792352, xb = 16143.783882, voltage energy = 16143.787478, gap = 0.0120653003032203
linesolver
iteration 1: energy = 18951.219005 = 18951.219005, xb = 16153.156887, voltage energy = 16406.542514, gap = 3051.4477456698950846
iteration 2: energy = 17300.558933 = 17300.558933, xb = 16149.842857, voltage energy = 16267.665634, gap = 1268.5388529568226659
iteration 3: energy = 16695.727095 = 16695.727095, xb = 16154.552119, voltage energy = 16514.232624, gap = 900.8554816502255562
iteration 4: energy = 16376.799545 = 16376.799545, xb = 16148.761870, voltage energy = 16237.665100, gap = 316.9409057048360410
iteration 5: energy = 16252.517673 = 16252.517673, xb = 16145.068333, voltage energy = 16165.652910, gap = 128.0339175284952944
iteration 6: energy = 16212.823508 = 16212.823508, xb = 16145.665642, voltage energy = 16157.732583, gap = 79.2248071218036785
iteration 7: energy = 16184.856366 = 16184.856366, xb = 16144.407026, voltage energy = 16148.458151, gap = 44.5004638516074920
iteration 8: energy = 16156.644025 = 16156.644025, xb = 16144.248069, voltage energy = 16146.562335, gap = 14.7102214933420328
iteration 9: energy = 16151.400140 = 16151.400140, xb = 16144.258233, voltage energy = 16145.934390, gap = 8.8180635956359765
iteration 10: energy = 16148.627962 = 16148.627962, xb = 16143.975106, voltage energy = 16145.650615, gap = 6.3283638877292105
iteration 11: energy = 16146.152481 = 16146.152481, xb = 16144.011224, voltage energy = 16144.612782, gap = 2.7428140238625929
iteration 12: energy = 16145.107776 = 16145.107776, xb = 16143.876425, voltage energy = 16144.114457, gap = 1.4693822531298792
iteration 13: energy = 16144.757566 = 16144.757565, xb = 16143.885642, voltage energy = 16144.091386, gap = 1.0776662670323276
iteration 14: energy = 16144.560028 = 16144.560028, xb = 16143.615674, voltage energy = 16144.118456, gap = 1.4471362654330733
iteration 15: energy = 16144.292186 = 16144.292186, xb = 16143.810578, voltage energy = 16143.863641, gap = 0.5346722542562929
iteration 16: energy = 16143.975814 = 16143.975814, xb = 16143.812428, voltage energy = 16143.862209, gap = 0.2131668571655609
iteration 17: energy = 16143.933282 = 16143.933282, xb = 16143.794007, voltage energy = 16143.828120, gap = 0.1733878853574424
iteration 18: energy = 16143.858866 = 16143.858865, xb = 16143.765661, voltage energy = 16143.775412, gap = 0.1029559791295469
iteration 19: energy = 16143.813970 = 16143.813970, xb = 16143.791810, voltage energy = 16143.808380, gap = 0.0387296527296712
iteration 20: energy = 16143.798316 = 16143.798316, xb = 16143.784856, voltage energy = 16143.790593, gap = 0.0191976044625335
iteration 21: energy = 16143.793827 = 16143.793826, xb = 16143.789684, voltage energy = 16143.799377, gap = 0.0138358691456233
iteration 22: energy = 16143.792353 = 16143.792352, xb = 16143.783882, voltage energy = 16143.787478, gap = 0.0120653003032203
linesolver
iteration 1: energy = 18951.219005 = 18951.219005, xb = 16153.156887, voltage energy = 16406.542514, gap = 3051.4477456698950846
iteration 2: energy = 17300.558933 = 17300.558933, xb = 16149.842857, voltage energy = 16267.665634, gap = 1268.5388529568226659
iteration 3: energy = 16695.727095 = 16695.727095, xb = 16154.552119, voltage energy = 16514.232624, gap = 900.8554816502255562
iteration 4: energy = 16376.799545 = 16376.799545, xb = 16148.761870, voltage energy = 16237.665100, gap = 316.9409057048360410
iteration 5: energy = 16252.517673 = 16252.517673, xb = 16145.068333, voltage energy = 16165.652910, gap = 128.0339175284952944
iteration 6: energy = 16212.823508 = 16212.823508, xb = 16145.665642, voltage energy = 16157.732583, gap = 79.2248071218036785
iteration 7: energy = 16184.856366 = 16184.856366, xb = 16144.407026, voltage energy = 16148.458151, gap = 44.5004638516074920
iteration 8: energy = 16156.644025 = 16156.644025, xb = 16144.248069, voltage energy = 16146.562335, gap = 14.7102214933420328
iteration 9: energy = 16151.400140 = 16151.400140, xb = 16144.258233, voltage energy = 16145.934390, gap = 8.8180635956359765
iteration 10: energy = 16148.627962 = 16148.627962, xb = 16143.975106, voltage energy = 16145.650615, gap = 6.3283638877292105
iteration 11: energy = 16146.152481 = 16146.152481, xb = 16144.011224, voltage energy = 16144.612782, gap = 2.7428140238625929
iteration 12: energy = 16145.107776 = 16145.107776, xb = 16143.876425, voltage energy = 16144.114457, gap = 1.4693822531298792
iteration 13: energy = 16144.757566 = 16144.757565, xb = 16143.885642, voltage energy = 16144.091386, gap = 1.0776662670323276
iteration 14: energy = 16144.560028 = 16144.560028, xb = 16143.615674, voltage energy = 16144.118456, gap = 1.4471362654330733
iteration 15: energy = 16144.292186 = 16144.292186, xb = 16143.810578, voltage energy = 16143.863641, gap = 0.5346722542562929
iteration 16: energy = 16143.975814 = 16143.975814, xb = 16143.812428, voltage energy = 16143.862209, gap = 0.2131668571655609
iteration 17: energy = 16143.933282 = 16143.933282, xb = 16143.794007, voltage energy = 16143.828120, gap = 0.1733878853574424
iteration 18: energy = 16143.858866 = 16143.858865, xb = 16143.765661, voltage energy = 16143.775412, gap = 0.1029559791295469
iteration 19: energy = 16143.813970 = 16143.813970, xb = 16143.791810, voltage energy = 16143.808380, gap = 0.0387296527296712
iteration 20: energy = 16143.798316 = 16143.798316, xb = 16143.784856, voltage energy = 16143.790593, gap = 0.0191976044625335
iteration 21: energy = 16143.793827 = 16143.793826, xb = 16143.789684, voltage energy = 16143.799377, gap = 0.0138358691456233
iteration 22: energy = 16143.792353 = 16143.792352, xb = 16143.783882, voltage energy = 16143.787478, gap = 0.0120653003032203
linesolver
iteration 1: energy = 18951.219005 = 18951.219005, xb = 16153.156887, voltage energy = 16406.542514, gap = 3051.4477456698950846
iteration 2: energy = 17300.558933 = 17300.558933, xb = 16149.842857, voltage energy = 16267.665634, gap = 1268.5388529568226659
iteration 3: energy = 16695.727095 = 16695.727095, xb = 16154.552119, voltage energy = 16514.232624, gap = 900.8554816502255562
iteration 4: energy = 16376.799545 = 16376.799545, xb = 16148.761870, voltage energy = 16237.665100, gap = 316.9409057048360410
iteration 5: energy = 16252.517673 = 16252.517673, xb = 16145.068333, voltage energy = 16165.652910, gap = 128.0339175284952944
iteration 6: energy = 16212.823508 = 16212.823508, xb = 16145.665642, voltage energy = 16157.732583, gap = 79.2248071218036785
iteration 7: energy = 16184.856366 = 16184.856366, xb = 16144.407026, voltage energy = 16148.458151, gap = 44.5004638516074920
iteration 8: energy = 16156.644025 = 16156.644025, xb = 16144.248069, voltage energy = 16146.562335, gap = 14.7102214933420328
iteration 9: energy = 16151.400140 = 16151.400140, xb = 16144.258233, voltage energy = 16145.934390, gap = 8.8180635956359765
iteration 10: energy = 16148.627962 = 16148.627962, xb = 16143.975106, voltage energy = 16145.650615, gap = 6.3283638877292105
iteration 11: energy = 16146.152481 = 16146.152481, xb = 16144.011224, voltage energy = 16144.612782, gap = 2.7428140238625929
iteration 12: energy = 16145.107776 = 16145.107776, xb = 16143.876425, voltage energy = 16144.114457, gap = 1.4693822531298792
iteration 13: energy = 16144.757566 = 16144.757565, xb = 16143.885642, voltage energy = 16144.091386, gap = 1.0776662670323276
iteration 14: energy = 16144.560028 = 16144.560028, xb = 16143.615674, voltage energy = 16144.118456, gap = 1.4471362654330733
iteration 15: energy = 16144.292186 = 16144.292186, xb = 16143.810578, voltage energy = 16143.863641, gap = 0.5346722542562929
iteration 16: energy = 16143.975814 = 16143.975814, xb = 16143.812428, voltage energy = 16143.862209, gap = 0.2131668571655609
iteration 17: energy = 16143.933282 = 16143.933282, xb = 16143.794007, voltage energy = 16143.828120, gap = 0.1733878853574424
iteration 18: energy = 16143.858866 = 16143.858865, xb = 16143.765661, voltage energy = 16143.775412, gap = 0.1029559791295469
iteration 19: energy = 16143.813970 = 16143.813970, xb = 16143.791810, voltage energy = 16143.808380, gap = 0.0387296527296712
iteration 20: energy = 16143.798316 = 16143.798316, xb = 16143.784856, voltage energy = 16143.790593, gap = 0.0191976044625335
iteration 21: energy = 16143.793827 = 16143.793826, xb = 16143.789684, voltage energy = 16143.799377, gap = 0.0138358691456233
iteration 22: energy = 16143.792353 = 16143.792352, xb = 16143.783882, voltage energy = 16143.787478, gap = 0.0120653003032203
linesolver
iteration 1: energy = 18951.219005 = 18951.219005, xb = 16153.156887, voltage energy = 16406.542514, gap = 3051.4477456698950846
iteration 2: energy = 17300.558933 = 17300.558933, xb = 16149.842857, voltage energy = 16267.665634, gap = 1268.5388529568226659
iteration 3: energy = 16695.727095 = 16695.727095, xb = 16154.552119, voltage energy = 16514.232624, gap = 900.8554816502255562
iteration 4: energy = 16376.799545 = 16376.799545, xb = 16148.761870, voltage energy = 16237.665100, gap = 316.9409057048360410
iteration 5: energy = 16252.517673 = 16252.517673, xb = 16145.068333, voltage energy = 16165.652910, gap = 128.0339175284952944
iteration 6: energy = 16212.823508 = 16212.823508, xb = 16145.665642, voltage energy = 16157.732583, gap = 79.2248071218036785
iteration 7: energy = 16184.856366 = 16184.856366, xb = 16144.407026, voltage energy = 16148.458151, gap = 44.5004638516074920
iteration 8: energy = 16156.644025 = 16156.644025, xb = 16144.248069, voltage energy = 16146.562335, gap = 14.7102214933420328
iteration 9: energy = 16151.400140 = 16151.400140, xb = 16144.258233, voltage energy = 16145.934390, gap = 8.8180635956359765
iteration 10: energy = 16148.627962 = 16148.627962, xb = 16143.975106, voltage energy = 16145.650615, gap = 6.3283638877292105
iteration 11: energy = 16146.152481 = 16146.152481, xb = 16144.011224, voltage energy = 16144.612782, gap = 2.7428140238625929
iteration 12: energy = 16145.107776 = 16145.107776, xb = 16143.876425, voltage energy = 16144.114457, gap = 1.4693822531298792
iteration 13: energy = 16144.757566 = 16144.757565, xb = 16143.885642, voltage energy = 16144.091386, gap = 1.0776662670323276
iteration 14: energy = 16144.560028 = 16144.560028, xb = 16143.615674, voltage energy = 16144.118456, gap = 1.4471362654330733
iteration 15: energy = 16144.292186 = 16144.292186, xb = 16143.810578, voltage energy = 16143.863641, gap = 0.5346722542562929
iteration 16: energy = 16143.975814 = 16143.975814, xb = 16143.812428, voltage energy = 16143.862209, gap = 0.2131668571655609
iteration 17: energy = 16143.933282 = 16143.933282, xb = 16143.794007, voltage energy = 16143.828120, gap = 0.1733878853574424
iteration 18: energy = 16143.858866 = 16143.858865, xb = 16143.765661, voltage energy = 16143.775412, gap = 0.1029559791295469
iteration 19: energy = 16143.813970 = 16143.813970, xb = 16143.791810, voltage energy = 16143.808380, gap = 0.0387296527296712
iteration 20: energy = 16143.798316 = 16143.798316, xb = 16143.784856, voltage energy = 16143.790593, gap = 0.0191976044625335
iteration 21: energy = 16143.793827 = 16143.793826, xb = 16143.789684, voltage energy = 16143.799377, gap = 0.0138358691456233
iteration 22: energy = 16143.792353 = 16143.792352, xb = 16143.783882, voltage energy = 16143.787478, gap = 0.0120653003032203
treesolver
iteration 1: energy = 18951.219005 = 18951.219005, xb = 16153.156887, voltage energy = 16406.542514, gap = 3051.447746
iteration 2: energy = 17300.558933 = 17300.558933, xb = 16149.842857, voltage energy = 16267.665634, gap = 1268.538853
iteration 3: energy = 16695.727095 = 16695.727095, xb = 16154.552119, voltage energy = 16514.232624, gap = 900.855482
iteration 4: energy = 16376.799545 = 16376.799545, xb = 16148.761870, voltage energy = 16237.665100, gap = 316.940906
iteration 5: energy = 16252.517673 = 16252.517673, xb = 16145.068333, voltage energy = 16165.652910, gap = 128.033918
iteration 6: energy = 16212.823508 = 16212.823508, xb = 16145.665642, voltage energy = 16157.732583, gap = 79.224807
iteration 7: energy = 16184.856366 = 16184.856366, xb = 16144.407026, voltage energy = 16148.458151, gap = 44.500464
iteration 8: energy = 16156.644025 = 16156.644025, xb = 16144.248069, voltage energy = 16146.562335, gap = 14.710221
iteration 9: energy = 16151.400140 = 16151.400140, xb = 16144.258233, voltage energy = 16145.934390, gap = 8.818064
iteration 10: energy = 16148.627962 = 16148.627962, xb = 16143.975106, voltage energy = 16145.650615, gap = 6.328364
iteration 11: energy = 16146.152481 = 16146.152481, xb = 16144.011224, voltage energy = 16144.612782, gap = 2.742814
